load_addr,years_use
서울특별시 구로구 고척로18길 77,16.0
서울특별시 구로구 고척로19길 69-6,27.0
서울특별시 구로구 고척로21나길 48-68,35.0
서울특별시 구로구 고척로21나길 48-80,35.0
서울특별시 구로구 고척로21나길 85-6,28.0
서울특별시 구로구 고척로22길 84,20.0
서울특별시 구로구 고척로27길 76,18.0
서울특별시 구로구 고척로27바길 47,25.0
서울특별시 구로구 고척로3길 112,21.0
서울특별시 구로구 고척로40길 19,29.0
서울특별시 구로구 고척로47길 16-13,15.0
서울특별시 구로구 고척로4길 30,19.0
서울특별시 구로구 고척로52길 21,23.0
서울특별시 구로구 고척로52길 22,23.0
서울특별시 구로구 고척로52길 48,23.0
서울특별시 구로구 고척로52길 53,23.0
서울특별시 구로구 고척로52길 9,22.0
서울특별시 구로구 고척로60길 20-1,18.0
서울특별시 구로구 고척로60길 20-9,18.0
서울특별시 구로구 고척로60길 26,18.0
서울특별시 구로구 고척로60길 30,12.0
서울특별시 구로구 공원로 11,7.0
서울특별시 구로구 공원로 15-12,10.0
서울특별시 구로구 공원로 26,25.0
서울특별시 구로구 공원로 27,16.0
서울특별시 구로구 공원로 34,26.0
서울특별시 구로구 공원로 35,26.0
서울특별시 구로구 공원로 40,16.0
서울특별시 구로구 공원로 41,23.0
서울특별시 구로구 공원로 47,25.0
서울특별시 구로구 공원로 63,24.0
서울특별시 구로구 공원로6가길 67,37.0
서울특별시 구로구 공원로6가길 76,37.0
서울특별시 구로구 공원로6가길 8,9.0
서울특별시 구로구 공원로6길 16-22,11.0
서울특별시 구로구 공원로6길 25,10.0
서울특별시 구로구 공원로7길 11,10.0
서울특별시 구로구 공원로8길 36,10.0
서울특별시 구로구 구로동로 70-4,61.0
서울특별시 구로구 구로동로 82-13,25.0
서울특별시 구로구 구로동로 82-5,27.0
서울특별시 구로구 구로동로 82-9,24.0
서울특별시 구로구 구로동로 86,24.0
서울특별시 구로구 구로동로12길 16-12,25.0
서울특별시 구로구 구로동로12길 16-9,25.0
서울특별시 구로구 구로동로12길 4-11,25.0
서울특별시 구로구 구로동로12길 4-14,26.0
서울특별시 구로구 구로동로12길 4-22,26.0
서울특별시 구로구 구로동로12길 4-24,26.0
서울특별시 구로구 구로동로12길 4-3,26.0
서울특별시 구로구 구로동로12길 4-30,26.0
서울특별시 구로구 구로동로12길 4-8,23.0
서울특별시 구로구 구로동로12길 45,28.0
서울특별시 구로구 구로동로12길 49,26.0
서울특별시 구로구 구로동로12길 51,28.0
서울특별시 구로구 구로동로12길 52,28.0
서울특별시 구로구 구로동로12길 53,26.0
서울특별시 구로구 구로동로12길 59,26.0
서울특별시 구로구 구로동로12길 59-10,25.0
서울특별시 구로구 구로동로12길 59-14,25.0
서울특별시 구로구 구로동로12길 59-15,27.0
서울특별시 구로구 구로동로12길 59-16,22.0
서울특별시 구로구 구로동로12길 59-18,23.0
서울특별시 구로구 구로동로12길 59-8,28.0
서울특별시 구로구 구로동로12길 59-9,24.0
서울특별시 구로구 구로동로12길 63,25.0
서울특별시 구로구 구로동로13길 18,23.0
서울특별시 구로구 구로동로13길 30,23.0
서울특별시 구로구 구로동로13길 34-3,22.0
서울특별시 구로구 구로동로13길 34-4,22.0
서울특별시 구로구 구로동로13길 34-8,22.0
서울특별시 구로구 구로동로13길 36,22.0
서울특별시 구로구 구로동로14길 2-9,28.0
서울특별시 구로구 구로동로15길 1-6,22.0
서울특별시 구로구 구로동로15길 1-8,22.0
서울특별시 구로구 구로동로15길 13-3,23.0
서울특별시 구로구 구로동로15길 13-4,21.0
서울특별시 구로구 구로동로15길 13-8,23.0
서울특별시 구로구 구로동로15길 13-9,22.0
서울특별시 구로구 구로동로15길 21-10,23.0
서울특별시 구로구 구로동로15길 21-8,22.0
서울특별시 구로구 구로동로15길 25,22.0
서울특별시 구로구 구로동로15길 27,61.0
서울특별시 구로구 구로동로15길 5-3,22.0
서울특별시 구로구 구로동로15길 5-7,22.0
서울특별시 구로구 구로동로15길 5-8,22.0
서울특별시 구로구 구로동로15길 5-9,22.0
서울특별시 구로구 구로동로18길 20-8,26.0
서울특별시 구로구 구로동로18길 29-5,25.0
서울특별시 구로구 구로동로18길 30-12,25.0
서울특별시 구로구 구로동로18길 30-5,25.0
서울특별시 구로구 구로동로18길 30-6,24.0
서울특별시 구로구 구로동로18길 34-7,25.0
서울특별시 구로구 구로동로18길 35-3,27.0
서울특별시 구로구 구로동로18길 35-5,27.0
서울특별시 구로구 구로동로18길 35-7,26.0
서울특별시 구로구 구로동로18길 44-12,26.0
서울특별시 구로구 구로동로18길 44-15,26.0
서울특별시 구로구 구로동로18길 44-16,25.0
서울특별시 구로구 구로동로18길 44-17,23.0
서울특별시 구로구 구로동로18길 44-28,55.0
서울특별시 구로구 구로동로18길 44-30,35.0
서울특별시 구로구 구로동로18길 44-37,24.0
서울특별시 구로구 구로동로18길 44-9,26.0
서울특별시 구로구 구로동로18길 53-5,26.0
서울특별시 구로구 구로동로18길 56,50.0
서울특별시 구로구 구로동로18길 56-18,26.0
서울특별시 구로구 구로동로18길 56-3,23.0
서울특별시 구로구 구로동로18길 56-9,27.0
서울특별시 구로구 구로동로18길 61-3,28.0
서울특별시 구로구 구로동로18길 61-5,26.0
서울특별시 구로구 구로동로18길 62-12,61.0
서울특별시 구로구 구로동로20길 26,51.0
서울특별시 구로구 구로동로20길 28-10,25.0
서울특별시 구로구 구로동로20길 28-3,27.0
서울특별시 구로구 구로동로20길 37-15,26.0
서울특별시 구로구 구로동로20길 37-16,27.0
서울특별시 구로구 구로동로20길 41-1,26.0
서울특별시 구로구 구로동로20길 41-15,34.0
서울특별시 구로구 구로동로20길 41-4,27.0
서울특별시 구로구 구로동로20길 41-5,26.0
서울특별시 구로구 구로동로20길 42,26.0
서울특별시 구로구 구로동로20길 42-2,26.0
서울특별시 구로구 구로동로20길 45,26.0
서울특별시 구로구 구로동로20길 46-2,26.0
서울특별시 구로구 구로동로20길 46-4,26.0
서울특별시 구로구 구로동로20길 46-6,27.0
서울특별시 구로구 구로동로20길 52-1,24.0
서울특별시 구로구 구로동로20길 52-10,28.0
서울특별시 구로구 구로동로20길 52-11,25.0
서울특별시 구로구 구로동로20길 52-12,26.0
서울특별시 구로구 구로동로20길 52-8,24.0
서울특별시 구로구 구로동로20길 52-9,20.0
서울특별시 구로구 구로동로20길 58,27.0
서울특별시 구로구 구로동로20길 58-10,24.0
서울특별시 구로구 구로동로20길 58-11,26.0
서울특별시 구로구 구로동로20길 58-12,24.0
서울특별시 구로구 구로동로20길 58-15,28.0
서울특별시 구로구 구로동로20길 58-19,24.0
서울특별시 구로구 구로동로20길 58-4,26.0
서울특별시 구로구 구로동로20길 58-6,26.0
서울특별시 구로구 구로동로20길 58-8,26.0
서울특별시 구로구 구로동로20길 62,26.0
서울특별시 구로구 구로동로20길 64-12,27.0
서울특별시 구로구 구로동로20길 64-2,26.0
서울특별시 구로구 구로동로20길 64-4,26.0
서울특별시 구로구 구로동로20길 64-8,27.0
서울특별시 구로구 구로동로20길 65,27.0
서울특별시 구로구 구로동로20길 68,26.0
서울특별시 구로구 구로동로20길 68-1,26.0
서울특별시 구로구 구로동로20길 68-2,26.0
서울특별시 구로구 구로동로22길 34-12,21.0
서울특별시 구로구 구로동로22길 34-9,21.0
서울특별시 구로구 구로동로22길 42,61.0
서울특별시 구로구 구로동로22길 49,26.0
서울특별시 구로구 구로동로22길 51,26.0
서울특별시 구로구 구로동로22길 52-2,28.0
서울특별시 구로구 구로동로22길 53,26.0
서울특별시 구로구 구로동로22길 54,26.0
서울특별시 구로구 구로동로22길 56,27.0
서울특별시 구로구 구로동로22길 57,27.0
서울특별시 구로구 구로동로22길 70-3,26.0
서울특별시 구로구 구로동로22길 70-9,26.0
서울특별시 구로구 구로동로22길 76-10,23.0
서울특별시 구로구 구로동로22길 76-4,28.0
서울특별시 구로구 구로동로22길 76-6,28.0
서울특별시 구로구 구로동로22길 78-15,26.0
서울특별시 구로구 구로동로22길 78-5,28.0
서울특별시 구로구 구로동로22길 78-6,27.0
서울특별시 구로구 구로동로22길 88-1,27.0
서울특별시 구로구 구로동로22길 88-10,25.0
서울특별시 구로구 구로동로22길 88-11,26.0
서울특별시 구로구 구로동로22길 88-14,28.0
서울특별시 구로구 구로동로22길 88-7,27.0
서울특별시 구로구 구로동로22길 88-9,26.0
서울특별시 구로구 구로동로22길 92,24.0
서울특별시 구로구 구로동로28길 42,11.0
서울특별시 구로구 구로동로28길 64-12,18.0
서울특별시 구로구 구로동로35길 30,18.0
서울특별시 구로구 구로동로42길 77,20.0
서울특별시 구로구 구로동로42길 9,2.0
서울특별시 구로구 구로동로43길 10,18.0
서울특별시 구로구 구로동로43길 44-6,15.0
서울특별시 구로구 구로동로47길 24,21.0
서울특별시 구로구 구로동로8길 14,37.0
서울특별시 구로구 구로동로8길 15,26.0
서울특별시 구로구 구로동로8길 18-12,25.0
서울특별시 구로구 구로동로8길 18-16,20.0
서울특별시 구로구 구로동로8길 18-7,24.0
서울특별시 구로구 구로동로8길 18-9,23.0
서울특별시 구로구 구로동로8길 22,26.0
서울특별시 구로구 구로동로8길 29,26.0
서울특별시 구로구 구로동로8길 38,22.0
서울특별시 구로구 구로동로8길 48,26.0
서울특별시 구로구 구로동로8길 50,36.0
서울특별시 구로구 구로동로8길 51,24.0
서울특별시 구로구 구로동로8길 60,26.0
서울특별시 구로구 구로동로8길 62-12,23.0
서울특별시 구로구 구로동로8길 62-14,26.0
서울특별시 구로구 구로동로8길 64,26.0
서울특별시 구로구 구로동로8길 65,28.0
서울특별시 구로구 구로동로8길 67,34.0
서울특별시 구로구 구로동로8길 70-21,22.0
서울특별시 구로구 구로동로8길 81-1,24.0
서울특별시 구로구 구로중앙로 134,15.0
서울특별시 구로구 구로중앙로 229,24.0
서울특별시 구로구 구로중앙로 60,26.0
서울특별시 구로구 구로중앙로 68,24.0
서울특별시 구로구 구로중앙로18길 11-1,3.0
서울특별시 구로구 구로중앙로18길 17,6.0
서울특별시 구로구 구로중앙로18길 23,10.0
서울특별시 구로구 구로중앙로18길 27,15.0
서울특별시 구로구 구로중앙로18길 53,17.0
서울특별시 구로구 구로중앙로18길 56,18.0
서울특별시 구로구 구로중앙로18길 59,8.0
서울특별시 구로구 구로중앙로18길 68,34.0
서울특별시 구로구 구로중앙로28다길 16,11.0
서울특별시 구로구 구로중앙로28다길 22,21.0
서울특별시 구로구 구로중앙로28다길 24,22.0
서울특별시 구로구 구로중앙로28다길 30,14.0
서울특별시 구로구 구로중앙로34길 17,16.0
서울특별시 구로구 구로중앙로7길 28,38.0
서울특별시 구로구 구로중앙로8길 41-23,13.0
서울특별시 구로구 구일로 154-17,29.0
서울특별시 구로구 구일로 168,15.0
서울특별시 구로구 구일로 18,37.0
서울특별시 구로구 구일로10길 49,23.0
서울특별시 구로구 구일로10길 53,35.0
서울특별시 구로구 구일로2길 29,2.0
서울특별시 구로구 구일로2길 60,24.0
서울특별시 구로구 구일로4길 22,35.0
서울특별시 구로구 구일로4길 46,33.0
서울특별시 구로구 구일로4길 65,36.0
서울특별시 구로구 구일로8길 107,28.0
서울특별시 구로구 구일로8길 121,28.0
서울특별시 구로구 구일로8길 31,27.0
서울특별시 구로구 구일로8길 63,34.0
서울특별시 구로구 구일로8길 79,21.0
서울특별시 구로구 구일로8길 92,35.0
서울특별시 구로구 남부순환로 1299,24.0
서울특별시 구로구 남부순환로 775,8.0
서울특별시 구로구 남부순환로107길 12,19.0
서울특별시 구로구 남부순환로95길 16,26.0
서울특별시 구로구 남부순환로95길 42-15,20.0
서울특별시 구로구 남부순환로95길 54,27.0
서울특별시 구로구 남부순환로95길 88,25.0
서울특별시 구로구 남부순환로97길 30,34.0
서울특별시 구로구 남부순환로97길 50,25.0
서울특별시 구로구 남부순환로97길 74,17.0
서울특별시 구로구 도림로 107,30.0
서울특별시 구로구 도림로 12-1,27.0
서울특별시 구로구 도림로 12-10,27.0
서울특별시 구로구 도림로 12-9,25.0
서울특별시 구로구 도림로 14-3,26.0
서울특별시 구로구 도림로 14-5,21.0
서울특별시 구로구 도림로 16-8,28.0
서울특별시 구로구 도림로 37-2,26.0
서울특별시 구로구 도림로 39-1,24.0
서울특별시 구로구 도림로 44-11,24.0
서울특별시 구로구 도림로 44-3,47.0
서울특별시 구로구 도림로 44-9,24.0
