28,53.58,0,2020,188100000.0
29,12.97,1,2020,120660000.0
30,142.034,1,2020,1869999999.0
31,171.1005,0,2020,3953999000.0
32,200.4,0,2020,1595000000.0
33,53.01,0,2020,430100000.0
34,177.62,0,2020,1700000000.0
35,12.19,0,2020,91336000.0
36,84.76,0,2020,420000001.0
37,29.9,1,2020,249000100.0
38,163.91,0,2019,603000000.0
39,84.65,0,2020,1297999990.0
40,47.3,1,2020,302500000.0
41,74.01,0,2020,581110000.0
42,66.03,0,2019,851770000.0
43,84.866,1,2020,803700000.0
44,6.72,1,2020,1010000000.0
45,77.34899999999998,1,2020,731000000.0
46,109.1,0,2019,560000000.0
47,121.63,1,2020,2503000000.0
48,84.87,0,2020,787920000.0
49,23.37,1,2020,80888800.0
50,127.33,0,2020,1765800000.0
51,84.6824,0,2020,716923000.0
52,22.24,1,2020,143888800.0
53,64.78,1,2020,379000000.0
54,119.8906,1,2019,2948999000.0
55,81.68,1,2020,941111000.0
56,33.74,1,2020,140133000.0
57,141.32,0,2020,3661227000.0
58,72.34,1,2020,501150000.0
59,32.76,0,2020,541050000.0
60,84.96,0,2020,732120000.0
61,59.91,0,2020,1025000000.0
62,120.97,0,2020,1791000000.0
63,101.32,0,2020,720000000.0
64,38.47,1,2020,540990000.0
65,85.0,0,2020,1481000000.0
66,14.28,0,2020,121808000.0
67,84.5839,1,2019,1385116000.0
68,114.93,0,2020,1703000000.0
69,58.09,0,2020,480000000.0
70,139.28,1,2020,783000000.0
71,42.43,1,2020,281100000.0
72,84.89,0,2020,625380000.0
73,84.88,0,2020,998980000.0
74,72.63,0,2020,592950000.0
75,134.2,0,2020,889999990.0
76,147.4,1,2020,651110000.0
77,14.06,0,2020,124000000.0
78,236.07,0,2020,1233300000.0
79,59.9858,1,2019,961060000.0
80,114.926,1,2020,974270000.0
81,59.65,0,2020,735790000.0
82,13.32,1,2020,157888880.0
83,84.97,1,2020,606100000.0
84,45.44,0,2020,415999999.0
85,49.5,1,2020,564970000.0
86,131.3,0,2020,1188990000.0
87,140.51,0,2019,753009001.0
88,84.84,1,2020,800000000.0
