case_year,dong,floor_cat,build_area_cat,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment
2019,서울특별시 성북구 정릉동,지하~3층,21~60m2,1,358000000,358000000,386110000.0,2020,202006,100,108.0,
2019,서울특별시 노원구 월계동,지하~3층,86~150m2,1,543000000,434400000,515819000.0,2020,202006,80,95.0,
2019,서울특별시 노원구 상계동,21층 이상,21~60m2,1,344000000,275200000,356000000.0,2020,202006,80,103.0,
2019,서울특별시 도봉구 창동,4~7층,61~85m2,1,316000000,316000000,340000000.0,2020,202006,100,108.0,
2018,서울특별시 구로구 구로동,지하~3층,21~60m2,1,115000000,73600000,105690000.0,2020,202006,64,92.0,대항력있는임차인
2019,서울특별시 마포구 도화동,8~12층,86~150m2,1,961000000,768800000,963989000.0,2020,202006,80,100.0,
2019,서울특별시 동작구 신대방동,8~12층,151m2 이상,1,1080000000,1080000000,1200111000.0,2020,202006,100,111.0,대항력있는임차인
2019,서울특별시 강남구 일원동,지하~3층,61~85m2,1,1256000000,1256000000,1334990000.0,2020,202006,100,106.0,
2019,서울특별시 마포구 공덕동,4~7층,61~85m2,1,1200000000,1200000000,1391000000.0,2020,202006,100,116.0,
2019,서울특별시 서대문구 북아현동,4~7층,86~150m2,1,560000000,448000000,622000000.0,2020,202006,80,111.0,
2019,서울특별시 서대문구 충정로3가,4~7층,61~85m2,1,610000000,610000000,661710000.0,2020,202006,100,108.0,대항력있는임차인
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,185000000,148000000,160000000.0,2020,202006,80,86.0,대항력있는임차인
2018,서울특별시 강북구 미아동,13~20층,86~150m2,1,611000000,611000000,614190000.0,2020,202006,100,101.0,
2018,서울특별시 성북구 길음동,13~20층,61~85m2,1,724000000,579200000,682000000.0,2020,202006,80,94.0,
2019,서울특별시 강동구 암사동,8~12층,61~85m2,1,875000000,875000000,951880000.0,2020,202006,100,109.0,
2019,서울특별시 도봉구 쌍문동,지하~3층,61~85m2,1,277000000,221600000,290860000.0,2020,202006,80,105.0,공동담보
2019,서울특별시 도봉구 방학동,8~12층,61~85m2,1,397000000,317600000,361600000.0,2020,202006,80,91.0,대항력있는임차인
2019,서울특별시 중랑구 면목동,13~20층,86~150m2,1,685000000,685000000,691110000.0,2020,202006,100,101.0,
2019,서울특별시 송파구 거여동,지하~3층,61~85m2,1,724000000,579200000,728899000.0,2020,202006,80,101.0,
2019,서울특별시 성북구 종암동,8~12층,21~60m2,1,350000000,350000000,376800000.0,2020,202006,100,108.0,토지및건물 지분매각
2019,서울특별시 노원구 월계동,8~12층,21~60m2,1,230000000,184000000,217770000.0,2020,202006,80,95.0,
2019,서울특별시 성북구 돈암동,4~7층,61~85m2,1,796000000,796000000,817120000.0,2020,202006,100,103.0,대항력있는임차인
2019,서울특별시 중랑구 묵동,4~7층,86~150m2,1,680000000,680000000,750030000.0,2020,202006,100,110.0,
2019,서울특별시 노원구 상계동,지하~3층,21~60m2,1,352000000,352000000,360950000.0,2020,202006,100,103.0,대항력있는임차인
2019,서울특별시 성북구 정릉동,4~7층,61~85m2,1,530000000,530000000,545511000.0,2020,202006,100,103.0,
2019,서울특별시 광진구 자양동,지하~3층,151m2 이상,1,1340000000,1340000000,1356000000.0,2020,202005,100,101.0,
2019,서울특별시 중랑구 면목동,8~12층,61~85m2,1,460000000,368000000,471110000.0,2020,202005,80,102.0,대항력있는임차인
2019,서울특별시 노원구 하계동,8~12층,21~60m2,1,194000000,194000000,195200000.0,2020,202005,100,101.0,
2019,서울특별시 노원구 공릉동,4~7층,86~150m2,1,620000000,620000000,620010000.0,2020,202005,100,100.0,
2019,서울특별시 서초구 서초동,4~7층,86~150m2,1,786000000,786000000,792310000.0,2020,202005,100,101.0,
2019,서울특별시 서초구 서초동,8~12층,86~150m2,1,577000000,461600000,584000000.0,2020,202005,80,101.0,
2018,서울특별시 금천구 시흥동,8~12층,86~150m2,1,432000000,345600000,479799000.0,2020,202005,80,111.0,대항력있는임차인
2019,서울특별시 강서구 화곡동,지하~3층,61~85m2,1,780000000,624000000,722690000.0,2020,202005,80,93.0,대항력있는임차인
2019,서울특별시 강서구 마곡동,4~7층,61~85m2,0,1040000000,832000000,1016700000.0,2020,202005,80,98.0,
2019,서울특별시 관악구 봉천동,지하~3층,61~85m2,1,695000000,695000000,781880000.0,2020,202005,100,113.0,
2018,서울특별시 구로구 신도림동,8~12층,86~150m2,1,1110000000,1110000000,1137630000.0,2020,202005,100,102.0,
2018,서울특별시 금천구 시흥동,4~7층,86~150m2,1,425000000,425000000,470112000.0,2020,202005,100,111.0,
2018,서울특별시 서초구 반포동,지하~3층,86~150m2,1,4190000000,2681600000,2725000000.0,2020,202005,64,65.0,
2019,서울특별시 강서구 방화동,,61~85m2,1,540000000,432000000,497000000.0,2020,202005,80,92.0,
2019,서울특별시 영등포구 신길동,13~20층,61~85m2,1,1028000000,1028000000,1134100000.0,2020,202005,100,110.0,
2019,서울특별시 영등포구 영등포동,21층 이상,61~85m2,1,765000000,765000000,899900000.0,2020,202005,100,118.0,
2019,서울특별시 동작구 대방동,13~20층,61~85m2,1,760000000,608000000,715000000.0,2020,202005,80,94.0,대항력있는임차인
2019,서울특별시 서초구 방배동,4~7층,151m2 이상,1,2540000000,2032000000,2222222000.0,2020,202005,80,87.0,
2019,서울특별시 강서구 방화동,8~12층,21~60m2,1,267500000,214000000,289999000.0,2020,202005,80,108.0,
2019,서울특별시 구로구 고척동,13~20층,61~85m2,1,442000000,442000000,492550000.0,2020,202005,100,111.0,
2019,서울특별시 양천구 목동,21층 이상,151m2 이상,1,1260000000,1260000000,1301550000.0,2020,202005,100,103.0,
2019,서울특별시 은평구 응암동,4~7층,61~85m2,1,300000000,240000000,242000000.0,2020,202005,80,81.0,공동담보
2019,서울특별시 서대문구 홍은동,4~7층,21~60m2,1,310000000,248000000,316439999.0,2020,202005,80,102.0,대항력있는임차인
2019,서울특별시 용산구 이촌동,4~7층,86~150m2,1,1640000000,1312000000,1313111000.0,2020,202005,80,80.0,대항력있는임차인
2019,서울특별시 은평구 녹번동,13~20층,86~150m2,1,542000000,542000000,542000000.0,2020,202005,100,100.0,대항력있는임차인
2019,서울특별시 서대문구 홍은동,8~12층,61~85m2,1,370000000,296000000,381900000.0,2020,202005,80,103.0,
2019,서울특별시 동작구 본동,13~20층,86~150m2,1,923000000,923000000,1035799000.0,2020,202005,100,112.0,
2018,서울특별시 노원구 상계동,8~12층,21~60m2,1,227000000,227000000,245340000.0,2020,202005,100,108.0,
2019,서울특별시 중랑구 면목동,4~7층,21~60m2,1,298000000,298000000,323990000.0,2020,202005,100,109.0,대항력있는임차인
2019,서울특별시 도봉구 도봉동,13~20층,61~85m2,1,334000000,213760000,331010000.0,2020,202005,64,99.0,대항력있는임차인
2019,서울특별시 성북구 돈암동,4~7층,61~85m2,0,608000000,486400000,617646000.0,2020,202005,80,102.0,
2019,서울특별시 동대문구 휘경동,8~12층,86~150m2,1,690000000,552000000,661990000.0,2020,202005,80,96.0,
2019,서울특별시 강북구 미아동,지하~3층,21~60m2,1,292000000,233600000,289000900.0,2020,202005,80,99.0,
2019,서울특별시 성북구 정릉동,13~20층,86~150m2,1,545000000,545000000,551300000.0,2020,202005,100,101.0,
2019,서울특별시 성동구 마장동,13~20층,86~150m2,1,776000000,776000000,880000000.0,2020,202005,100,113.0,
2019,서울특별시 성북구 석관동,지하~3층,61~85m2,1,440000000,281600000,478899900.0,2020,202005,64,109.0,
2019,서울특별시 도봉구 방학동,4~7층,86~150m2,1,723000000,723000000,760950000.0,2020,202005,100,105.0,
2019,서울특별시 동대문구 장안동,8~12층,21~60m2,1,588000000,588000000,648820000.0,2020,202005,100,110.0,
2019,서울특별시 도봉구 창동,13~20층,61~85m2,1,626000000,626000000,701000050.0,2020,202005,100,112.0,"대항력있는임차인,선순위임차권"
2019,서울특별시 노원구 월계동,,6~20m2,1,90000000,90000000,170010000.0,2020,202005,100,189.0,대항력있는임차인
2019,서울특별시 양천구 신월동,지하~3층,21~60m2,1,218000000,174400000,208220000.0,2020,202005,80,96.0,
2019,서울특별시 구로구 고척동,4~7층,21~60m2,1,390000000,390000000,395190000.0,2020,202005,100,101.0,대항력있는임차인
2019,서울특별시 동작구 사당동,지하~3층,21~60m2,1,660000000,660000000,743000000.0,2020,202004,100,113.0,선순위임차권
2019,서울특별시 광진구 광장동,4~7층,61~85m2,1,1070000000,1070000000,1125000000.0,2020,202004,100,105.0,
2019,서울특별시 송파구 잠실동,13~20층,151m2 이상,1,1590000000,1590000000,1610000000.0,2020,202004,100,101.0,
2019,서울특별시 송파구 잠실동,13~20층,61~85m2,1,1720000000,1720000000,1752112000.0,2020,202004,100,102.0,대항력있는임차인
2019,서울특별시 송파구 가락동,8~12층,21~60m2,1,360000000,360000000,426409900.0,2020,202004,100,118.0,
2019,서울특별시 강북구 번동,13~20층,21~60m2,1,363000000,363000000,427111110.0,2020,202004,100,118.0,대항력있는임차인
2019,서울특별시 노원구 상계동,13~20층,21~60m2,1,290000000,290000000,290399999.0,2020,202004,100,100.0,대항력있는임차인
2019,서울특별시 중랑구 신내동,8~12층,61~85m2,0,600000000,600000000,643000000.0,2020,202004,100,107.0,대지권미등기
2019,서울특별시 성북구 하월곡동,13~20층,21~60m2,1,508000000,508000000,570600000.0,2020,202004,100,112.0,
2019,서울특별시 노원구 상계동,4~7층,21~60m2,1,264000000,264000000,266336000.0,2020,202004,100,101.0,
2018,서울특별시 용산구 한남동,4~7층,151m2 이상,1,3640000000,3640000000,3881100000.0,2020,202004,100,107.0,
2018,서울특별시 관악구 봉천동,8~12층,61~85m2,1,575000000,575000000,642920000.0,2020,202004,100,112.0,대항력있는임차인
2019,서울특별시 서대문구 남가좌동,13~20층,21~60m2,1,475000000,475000000,599990000.0,2020,202004,100,126.0,"대항력있는임차인,공동담보"
2019,서울특별시 관악구 봉천동,21층 이상,86~150m2,1,780000000,624000000,748550000.0,2020,202004,80,96.0,대항력있는임차인
2019,서울특별시 서초구 신원동,4~7층,86~150m2,0,1720000000,1376000000,1553390000.0,2020,202004,80,90.0,
2019,서울특별시 중구 황학동,8~12층,61~85m2,1,739000000,739000000,800450000.0,2020,202004,100,108.0,
2019,서울특별시 서초구 반포동,8~12층,21~60m2,1,811000000,811000000,811000000.0,2020,202004,100,100.0,
2018,서울특별시 강동구 둔촌동,8~12층,61~85m2,1,758000000,758000000,811599000.0,2020,202004,100,107.0,대항력있는임차인
2019,서울특별시 강북구 미아동,지하~3층,61~85m2,1,681000000,681000000,685900000.0,2020,202004,100,101.0,대항력있는임차인
2019,서울특별시 노원구 공릉동,지하~3층,61~85m2,1,392000000,392000000,463999999.0,2020,202004,100,118.0,
2018,서울특별시 노원구 중계동,지하~3층,61~85m2,1,566000000,452800000,615600000.0,2020,202004,80,109.0,
2019,서울특별시 노원구 월계동,8~12층,21~60m2,1,306000000,244800000,316333300.0,2020,202004,80,103.0,
2019,서울특별시 동대문구 휘경동,지하~3층,61~85m2,1,580000000,580000000,625000000.0,2020,202004,100,108.0,대항력있는임차인
2019,서울특별시 양천구 신정동,4~7층,86~150m2,1,910000000,910000000,1111110000.0,2020,202004,100,122.0,별도등기
2019,서울특별시 영등포구 문래동3가,8~12층,61~85m2,1,484000000,484000000,525252525.0,2020,202004,100,109.0,대항력있는임차인
2019,서울특별시 양천구 목동,지하~3층,61~85m2,1,1100000000,1100000000,1205200000.0,2020,202004,100,110.0,
2018,서울특별시 동작구 대방동,4~7층,61~85m2,1,751000000,600800000,721999990.0,2020,202004,80,96.0,
2019,서울특별시 관악구 봉천동,4~7층,61~85m2,1,250000000,200000000,213110000.0,2020,202004,80,85.0,
2018,서울특별시 구로구 신도림동,13~20층,151m2 이상,1,978000000,978000000,1046600000.0,2020,202004,100,107.0,
2019,서울특별시 강서구 가양동,지하~3층,86~150m2,1,700000000,560000000,681150000.0,2020,202004,80,97.0,
2019,서울특별시 송파구 가락동,21층 이상,151m2 이상,1,1050000000,1050000000,1102999990.0,2020,202004,100,105.0,
2018,서울특별시 용산구 한남동,지하~3층,151m2 이상,1,2820000000,2256000000,2350000000.0,2020,202003,80,83.0,
2019,서울특별시 은평구 역촌동,4~7층,21~60m2,1,222000000,177600000,194550000.0,2020,202003,80,88.0,대항력있는임차인
2019,서울특별시 중구 회현동1가,4~7층,61~85m2,1,415000000,265600000,343230000.0,2020,202002,64,83.0,
2019,서울특별시 영등포구 영등포동3가,8~12층,6~20m2,1,125000000,100000000,113300000.0,2020,202002,80,91.0,
2019,서울특별시 영등포구 영등포동3가,8~12층,6~20m2,1,125000000,100000000,112300000.0,2020,202002,80,90.0,대항력있는임차인
2019,서울특별시 금천구 독산동,4~7층,21~60m2,1,355000000,355000000,425300000.0,2020,202002,100,120.0,
2019,서울특별시 강서구 가양동,13~20층,61~85m2,1,901000000,901000000,1006000000.0,2020,202002,100,112.0,
2019,서울특별시 동대문구 이문동,13~20층,61~85m2,1,608000000,608000000,628682990.0,2020,202002,100,103.0,
2019,서울특별시 노원구 상계동,지하~3층,61~85m2,1,413000000,413000000,421190000.0,2020,202002,100,102.0,
2019,서울특별시 성동구 행당동,8~12층,61~85m2,1,725000000,725000000,739900000.0,2020,202002,100,102.0,대항력있는임차인
2019,서울특별시 강북구 미아동,지하~3층,61~85m2,1,480000000,384000000,518890000.0,2020,202002,80,108.0,
2019,서울특별시 노원구 중계동,4~7층,61~85m2,1,454000000,363200000,458980000.0,2020,202002,80,101.0,
2019,서울특별시 동대문구 장안동,13~20층,61~85m2,1,452000000,361600000,455015000.0,2020,202002,80,101.0,
2019,서울특별시 서초구 서초동,4~7층,151m2 이상,1,1920000000,1536000000,1858300000.0,2020,202002,80,97.0,
2019,서울특별시 강서구 마곡동,13~20층,86~150m2,0,1320000000,1320000000,1480999000.0,2020,202002,100,112.19689393939393,
2018,서울특별시 양천구 신정동,4~7층,61~85m2,1,378000000,378000000,423850000.0,2020,202002,100,112.12962962962962,
2018,서울특별시 은평구 신사동,지하~3층,21~60m2,1,289000000,184960000,232067500.0,2020,202002,64,80.0,대항력있는임차인
2019,서울특별시 서대문구 북아현동,8~12층,21~60m2,1,682500000,546000000,663000000.0,2020,202002,80,97.0,"대항력있는임차인,지분매각"
2018,서울특별시 중랑구 신내동,13~20층,21~60m2,1,370000000,370000000,393897000.0,2020,202002,100,106.45864864864865,
2018,서울특별시 강동구 천호동,4~7층,61~85m2,1,644000000,644000000,748000000.0,2020,202002,100,116.14906832298138,
2019,서울특별시 송파구 장지동,21층 이상,21~60m2,0,919000000,919000000,1031900000.0,2020,202002,100,112.28509249183895,
2019,서울특별시 강북구 수유동,8~12층,6~20m2,1,91800000,73440000,80690000.0,2020,202002,80,88.0,
2019,서울특별시 성북구 안암동3가,지하~3층,21~60m2,1,161000000,161000000,183900000.0,2020,202002,100,114.22360248447205,
2019,서울특별시 도봉구 창동,8~12층,151m2 이상,1,642000000,642000000,762510000.0,2020,202002,100,118.77102803738318,
2019,서울특별시 구로구 구로동,4~7층,61~85m2,1,490000000,490000000,554000000.0,2020,202002,100,113.06122448979592,
2019,서울특별시 구로구 구로동,8~12층,61~85m2,1,233000000,233000000,238100000.0,2020,202002,100,102.0,
2019,서울특별시 구로구 고척동,8~12층,21~60m2,1,333000000,333000000,375099800.0,2020,202002,100,112.64258258258258,
2019,서울특별시 금천구 시흥동,13~20층,86~150m2,1,474000000,474000000,482880000.0,2020,202002,100,101.87341772151899,
2019,서울특별시 서대문구 연희동,지하~3층,86~150m2,1,469000000,300160000,346777000.0,2020,202002,64,74.0,
2019,서울특별시 은평구 진관동,13~20층,61~85m2,0,480000000,384000000,427600000.0,2020,202002,80,89.0,지분매각
2018,서울특별시 강동구 천호동,4~7층,86~150m2,1,767000000,251330000,261210000.0,2020,202002,33,34.0,대항력있는임차인
2018,서울특별시 동대문구 장안동,4~7층,21~60m2,1,267000000,170880000,205500000.0,2020,202002,64,77.0,
2018,서울특별시 송파구 방이동,8~12층,86~150m2,1,1520000000,1520000000,1668800000.0,2020,202002,100,109.78947368421052,
2019,서울특별시 성동구 성수동1가,13~20층,21~60m2,1,640000000,640000000,731222000.0,2020,202002,100,114.2534375,대항력있는임차인
2019,서울특별시 성동구 상왕십리동,13~20층,21~60m2,1,462000000,462000000,476486200.0,2020,202002,100,103.0,지분매각
2019,서울특별시 도봉구 도봉동,4~7층,61~85m2,1,373000000,298400000,402799900.0,2020,202002,80,108.0,
2019,서울특별시 노원구 상계동,8~12층,61~85m2,1,484000000,387200000,470777799.0,2020,202002,80,97.0,
2019,서울특별시 강북구 번동,13~20층,61~85m2,1,432000000,432000000,472320000.0,2020,202002,100,109.0,
2019,서울특별시 노원구 상계동,8~12층,61~85m2,1,387000000,387000000,387000500.0,2020,202002,100,100.0,
2019,서울특별시 송파구 문정동,13~20층,61~85m2,1,1090000000,1090000000,1285330000.0,2020,202002,100,117.92018348623854,
2019,서울특별시 강북구 번동,,86~150m2,1,395000000,395000000,398888000.0,2020,202002,100,101.0,
2019,서울특별시 노원구 상계동,8~12층,21~60m2,1,293000000,293000000,315000000.0,2020,202002,100,107.5085324232082,
2019,서울특별시 강남구 역삼동,지하~3층,21~60m2,1,360000000,288000000,325111110.0,2020,202002,80,90.0,
2019,서울특별시 종로구 평창동,지하~3층,151m2 이상,1,1670000000,855040000,915115290.0,2020,202002,51,54.79732275449102,
2019,서울특별시 동작구 대방동,13~20층,61~85m2,1,867000000,867000000,868000000.0,2020,202002,100,100.0,
2019,서울특별시 관악구 봉천동,지하~3층,86~150m2,1,825000000,660000000,815159000.0,2020,202002,80,99.0,
2019,서울특별시 강남구 도곡동,21층 이상,86~150m2,1,1530000000,979200000,1170380000.0,2020,202001,64,76.0,지분매각
2019,서울특별시 관악구 봉천동,4~7층,61~85m2,1,697000000,557600000,685670000.0,2020,202001,80,98.37446197991392,
2019,서울특별시 마포구 도화동,4~7층,86~150m2,1,1270000000,1016000000,1301000000.0,2020,202001,80,102.44094488188978,대항력있는임차인
2019,서울특별시 마포구 서교동,21층 이상,86~150m2,1,1730000000,1384000000,1501000000.0,2020,202001,80,87.0,법정지상권
2019,서울특별시 은평구 신사동,지하~3층,61~85m2,1,252000000,201600000,259999999.0,2020,202001,80,103.0,
2019,서울특별시 동대문구 장안동,13~20층,86~150m2,1,840000000,672000000,842200000.0,2020,202001,80,100.26190476190476,공동담보
2019,서울특별시 도봉구 도봉동,지하~3층,21~60m2,1,224000000,143360000,173633000.0,2020,202001,64,78.0,
2019,서울특별시 중랑구 신내동,4~7층,61~85m2,1,448000000,358400000,439900000.0,2020,202001,80,98.0,대항력있는임차인
2019,서울특별시 동대문구 장안동,4~7층,6~20m2,1,123000000,98400000,106599999.0,2020,202001,80,86.66666585365853,
2019,서울특별시 서대문구 북아현동,4~7층,21~60m2,1,345000000,276000000,301000000.0,2020,202001,80,87.0,대항력있는임차인
2019,서울특별시 마포구 성산동,지하~3층,61~85m2,1,742000000,742000000,743779900.0,2020,202001,100,100.0,대항력있는임차인
2019,서울특별시 은평구 구산동,4~7층,21~60m2,1,390000000,390000000,397970000.0,2020,202001,100,102.0,
2019,서울특별시 양천구 신월동,4~7층,21~60m2,1,249000000,249000000,249000000.0,2020,202001,100,100.0,
2018,서울특별시 도봉구 쌍문동,8~12층,21~60m2,1,244000000,195200000,212300000.0,2020,202001,80,87.00819672131146,
2018,서울특별시 노원구 월계동,13~20층,21~60m2,1,245000000,196000000,213129999.0,2020,202001,80,86.99183632653062,대항력있는임차인
2019,서울특별시 노원구 상계동,8~12층,61~85m2,0,480000000,480000000,480100303.0,2020,202001,100,100.0,
2019,서울특별시 성북구 정릉동,8~12층,61~85m2,1,348000000,348000000,381100000.0,2020,202001,100,110.0,
2019,서울특별시 성북구 돈암동,13~20층,151m2 이상,1,819000000,655200000,750500000.0,2020,202001,80,91.63614163614163,대항력있는임차인
2019,서울특별시 성북구 하월곡동,13~20층,61~85m2,1,516000000,412800000,475100000.0,2020,202001,80,92.07364341085271,
2019,서울특별시 동대문구 답십리동,8~12층,86~150m2,1,703000000,703000000,704400000.0,2020,202001,100,100.0,
2019,서울특별시 관악구 신림동,8~12층,6~20m2,1,134000000,85760000,105763700.0,2020,202001,64,79.0,
2019,서울특별시 관악구 봉천동,지하~3층,86~150m2,1,699000000,559200000,632000900.0,2020,202001,80,90.0,대항력있는임차인
2019,서울특별시 서초구 반포동,지하~3층,21~60m2,1,630000000,630000000,720000000.0,2020,202001,100,114.0,지분매각
2019,서울특별시 강서구 화곡동,지하~3층,86~150m2,1,787000000,629600000,783770000.0,2020,202001,80,99.58958068614993,
2019,서울특별시 금천구 독산동,지하~3층,61~85m2,1,338000000,338000000,340350000.0,2020,202001,100,101.0,
2019,서울특별시 양천구 목동,4~7층,86~150m2,1,708000000,708000000,708000000.0,2020,202001,100,100.0,
2019,서울특별시 강서구 화곡동,4~7층,21~60m2,1,201880000,161504000,190000000.0,2020,202001,80,94.11531602932435,
2019,서울특별시 동작구 상도동,지하~3층,21~60m2,1,755000000,755000000,826770000.0,2020,202001,100,110.0,
2019,서울특별시 양천구 신정동,지하~3층,86~150m2,1,402000000,321600000,365499900.0,2020,202001,80,90.92037313432836,
2018,서울특별시 용산구 한강로1가,21층 이상,151m2 이상,1,1590000000,1590000000,1701112000.0,2020,202001,100,107.0,공유물분할경매
2018,서울특별시 서대문구 홍은동,8~12층,86~150m2,1,566000000,362240000,430430000.0,2020,202001,64,76.04770318021201,
2019,서울특별시 구로구 구로동,13~20층,61~85m2,1,509000000,407200000,490110000.0,2020,202001,80,96.28880157170924,
2019,서울특별시 서초구 서초동,8~12층,21~60m2,1,713000000,713000000,968880000.0,2020,202001,100,136.0,
2019,서울특별시 마포구 마포동,4~7층,6~20m2,1,133000000,106400000,127300000.0,2020,202001,80,95.71428571428572,
2019,서울특별시 마포구 대흥동,13~20층,61~85m2,1,1030000000,1030000000,1083000000.0,2020,202001,100,105.0,
2019,서울특별시 강서구 내발산동,4~7층,61~85m2,1,543000000,434400000,521288000.0,2020,202001,80,96.00147329650092,대항력있는임차인
2019,서울특별시 영등포구 신길동,4~7층,6~20m2,1,150000000,150000000,160000000.0,2020,202001,100,107.0,지분매각
2019,서울특별시 은평구 신사동,지하~3층,61~85m2,1,370000000,370000000,411210000.0,2020,202001,100,111.0,
2018,서울특별시 동대문구 장안동,8~12층,21~60m2,1,291000000,232800000,260500000.0,2020,202001,80,90.0,"대항력있는임차인,선순위임차권"
2019,서울특별시 강동구 암사동,지하~3층,151m2 이상,1,998000000,798400000,889990000.0,2020,202001,80,89.17735470941884,대항력있는임차인
2019,서울특별시 강동구 길동,13~20층,61~85m2,1,342000000,342000000,420000000.0,2020,202001,100,123.0,
2019,서울특별시 송파구 마천동,4~7층,61~85m2,1,498000000,498000000,535600000.0,2020,202001,100,108.0,
2019,서울특별시 노원구 상계동,8~12층,21~60m2,1,298000000,298000000,299000000.0,2020,202001,100,100.0,
2019,서울특별시 서초구 서초동,지하~3층,151m2 이상,1,1240000000,992000000,1156900000.0,2019,201912,80,93.0,대항력있는임차인
2019,서울특별시 성동구 마장동,13~20층,61~85m2,1,720000000,720000000,731800000.0,2019,201912,100,102.0,
2019,서울특별시 송파구 잠실동,13~20층,61~85m2,1,1700000000,1700000000,1817999999.0,2019,201912,100,107.0,
2019,서울특별시 강남구 개포동,지하~3층,151m2 이상,1,2340000000,2340000000,2375000000.0,2019,201912,100,101.0,
2019,서울특별시 서초구 서초동,4~7층,151m2 이상,1,2540000000,2540000000,2616260000.0,2019,201912,100,103.0,
2019,서울특별시 양천구 목동,8~12층,86~150m2,1,1070000000,1070000000,1073500000.0,2019,201912,100,100.0,
2018,서울특별시 강남구 역삼동,지하~3층,61~85m2,1,760000000,760000000,806999990.0,2019,201912,100,106.0,
2019,서울특별시 은평구 역촌동,4~7층,21~60m2,1,167000000,133600000,133700000.0,2019,201912,80,80.0,
2019,서울특별시 은평구 구산동,8~12층,61~85m2,1,427000000,427000000,427890500.0,2019,201912,100,100.0,
2019,서울특별시 은평구 불광동,8~12층,61~85m2,1,520000000,520000000,552899900.0,2019,201912,100,106.0,
2019,서울특별시 도봉구 방학동,8~12층,21~60m2,1,182000000,145600000,163890000.0,2019,201912,80,90.0,
2019,서울특별시 노원구 중계동,4~7층,21~60m2,1,416000000,332800000,411800000.0,2019,201912,80,99.0,
2019,서울특별시 도봉구 도봉동,지하~3층,61~85m2,1,405000000,324000000,393200200.0,2019,201912,80,97.0,대항력있는임차인
2019,서울특별시 강북구 미아동,13~20층,86~150m2,1,830000000,830000000,870000000.0,2019,201912,100,105.0,
2019,서울특별시 성북구 보문동3가,지하~3층,61~85m2,1,700000000,700000000,747330000.0,2019,201912,100,107.0,
2019,서울특별시 동작구 대방동,8~12층,61~85m2,1,900000000,900000000,1029990000.0,2019,201912,100,114.0,
2019,서울특별시 종로구 사직동,지하~3층,151m2 이상,1,1620000000,1296000000,1437777777.0,2019,201912,80,89.0,
2019,서울특별시 서초구 우면동,13~20층,86~150m2,1,1267000000,1267000000,1305500000.0,2019,201912,100,103.0,지분매각
2019,서울특별시 강서구 마곡동,지하~3층,61~85m2,0,1130000000,904000000,931900000.0,2019,201912,80,82.0,
2019,서울특별시 양천구 목동,8~12층,86~150m2,1,1790000000,1790000000,2081000000.0,2019,201912,100,116.0,
2018,서울특별시 용산구 이태원동,지하~3층,151m2 이상,1,1720000000,880640000,1290000000.0,2019,201912,51,75.0,
2019,서울특별시 서대문구 홍제동,4~7층,21~60m2,0,205000000,131200000,165100000.0,2019,201912,64,81.0,"지분매각,공동담보"
2019,서울특별시 서대문구 홍은동,지하~3층,151m2 이상,1,870000000,556800000,625680000.0,2019,201912,64,72.0,대항력있는임차인
2019,서울특별시 은평구 녹번동,4~7층,61~85m2,1,825000000,825000000,840000000.0,2019,201912,100,102.0,
2019,서울특별시 중구 신당동,지하~3층,61~85m2,1,620000000,620000000,635000000.0,2019,201912,100,102.0,
2018,서울특별시 송파구 가락동,4~7층,86~150m2,1,838000000,838000000,1034999999.0,2019,201912,100,124.0,
2018,서울특별시 강서구 화곡동,지하~3층,86~150m2,1,1150000000,920000000,1111500000.0,2019,201912,80,97.0,
2019,서울특별시 강서구 화곡동,4~7층,21~60m2,1,271000000,271000000,275110000.0,2019,201912,100,102.0,
2019,서울특별시 영등포구 당산동5가,21층 이상,151m2 이상,1,1440000000,1440000000,1580090000.0,2019,201912,100,110.0,대항력있는임차인
2019,서울특별시 관악구 신림동,8~12층,6~20m2,1,139000000,111200000,128050803.0,2019,201912,80,92.0,
2019,서울특별시 관악구 신림동,8~12층,6~20m2,1,139000000,111200000,128046800.0,2019,201912,80,92.0,
2019,서울특별시 서초구 우면동,8~12층,86~150m2,1,1277000000,1277000000,1283460000.0,2019,201912,100,101.0,
2019,서울특별시 구로구 온수동,지하~3층,61~85m2,1,532000000,532000000,542900000.0,2019,201912,100,102.0,
2019,서울특별시 구로구 고척동,13~20층,86~150m2,1,528000000,422400000,528500000.0,2019,201912,80,100.0,
2018,서울특별시 서대문구 홍은동,4~7층,151m2 이상,1,630000000,504000000,595955000.0,2019,201912,80,95.0,
2019,서울특별시 서대문구 홍제동,13~20층,61~85m2,1,641000000,641000000,721503000.0,2019,201912,100,113.0,
2019,서울특별시 은평구 역촌동,4~7층,61~85m2,1,340000000,272000000,315500000.0,2019,201912,80,93.0,
2019,서울특별시 서대문구 홍제동,8~12층,61~85m2,1,447000000,357600000,402990000.0,2019,201912,80,90.0,지분매각
2019,서울특별시 은평구 응암동,13~20층,21~60m2,1,426000000,340800000,408999000.0,2019,201912,80,96.0,
2019,서울특별시 성동구 옥수동,지하~3층,21~60m2,1,463000000,463000000,470000100.0,2019,201912,100,102.0,지분매각
