case_year,dong,floor_cat,build_area_cat,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment
2019,서울특별시 서대문구 홍은동,4~7층,61~85m2,1,277000000,277000000,310000000.0,2020,202012,100,112.0,대항력있는임차인
2019,서울특별시 은평구 갈현동,지하~3층,61~85m2,1,344000000,344000000,386000000.0,2020,202012,100,112.0,
2019,서울특별시 중구 회현동1가,13~20층,151m2 이상,1,1603000000,1282400000,1518100000.0,2020,202012,80,95.0,법정지상권
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,192000000,153600000,163000000.0,2020,202012,80,85.0,대항력있는임차인
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,136000000,108800000,108800000.0,2020,202012,80,80.0,대항력있는임차인
2020,서울특별시 마포구 창전동,13~20층,86~150m2,1,1420000000,1420000000,1582000000.0,2020,202012,100,111.0,
2020,서울특별시 서초구 서초동,4~7층,21~60m2,1,1240000000,992000000,1182000000.0,2020,202012,80,95.0,토지및건물 지분매각
2020,서울특별시 강동구 길동,4~7층,61~85m2,1,505000000,505000000,599900000.0,2020,202011,100,119.0,
2020,서울특별시 양천구 신정동,8~12층,151m2 이상,1,1952000000,1952000000,1970500000.0,2020,202011,100,101.0,
2020,서울특별시 구로구 개봉동,13~20층,86~150m2,1,793000000,793000000,911000000.0,2020,202011,100,115.0,
2019,서울특별시 강남구 청담동,21층 이상,86~150m2,1,3100000000,2480000000,3030300000.0,2020,202011,80,98.0,대항력있는임차인
2019,서울특별시 강남구 일원동,4~7층,6~20m2,1,169000000,169000000,170010000.0,2020,202011,100,101.0,토지및건물 지분매각
2020,서울특별시 강서구 화곡동,지하~3층,151m2 이상,1,990000000,990000000,1237000000.0,2020,202011,100,125.0,
2020,서울특별시 구로구 개봉동,지하~3층,21~60m2,1,115000000,92000000,105890000.0,2020,202011,80,92.0,토지및건물 지분매각
2020,서울특별시 영등포구 신길동,13~20층,86~150m2,1,1150000000,1150000000,1265990000.0,2020,202011,100,110.0,
2020,서울특별시 구로구 오류동,13~20층,61~85m2,1,541000000,541000000,649743360.0,2020,202011,100,120.0,공유물분할경매
2019,서울특별시 송파구 가락동,8~12층,61~85m2,1,563000000,563000000,766660000.0,2020,202011,100,136.0,대항력있는임차인
2019,서울특별시 서초구 방배동,지하~3층,86~150m2,1,1550000000,1240000000,1377700000.0,2020,202011,80,89.0,
2019,서울특별시 강서구 화곡동,4~7층,21~60m2,1,168000000,107520000,131800000.0,2020,202011,64,78.0,
2019,서울특별시 강동구 길동,13~20층,6~20m2,1,126000000,64512000,102000010.0,2020,202011,51,81.0,
2019,서울특별시 노원구 월계동,4~7층,21~60m2,1,280000000,224000000,242550000.0,2020,202011,80,87.0,
2020,서울특별시 동대문구 청량리동,4~7층,61~85m2,1,570000000,570000000,630000000.0,2020,202011,100,111.0,토지및건물 지분매각
2020,서울특별시 송파구 가락동,8~12층,151m2 이상,1,1148000000,1148000000,1220000010.0,2020,202011,100,106.0,
2019,서울특별시 관악구 신림동,4~7층,61~85m2,1,575000000,575000000,707778770.0,2020,202011,100,123.0,
2019,서울특별시 동작구 노량진동,13~20층,21~60m2,1,655000000,655000000,837000000.0,2020,202011,100,128.0,
2019,서울특별시 양천구 신월동,8~12층,21~60m2,1,249000000,199200000,273400000.0,2020,202011,80,110.0,"공유물분할경매,대항력있는임차인"
2019,서울특별시 동작구 신대방동,8~12층,61~85m2,1,893000000,893000000,1183110000.0,2020,202011,100,132.0,
2019,서울특별시 구로구 개봉동,21층 이상,86~150m2,1,762000000,762000000,861867000.0,2020,202011,100,113.0,
2019,서울특별시 강동구 성내동,지하~3층,61~85m2,1,566000000,452800000,572000000.0,2020,202011,80,101.0,유치권
2019,서울특별시 송파구 장지동,지하~3층,61~85m2,0,1150000000,1150000000,1410000000.0,2020,202011,100,123.0,
2019,서울특별시 동대문구 답십리동,지하~3층,86~150m2,1,562000000,562000000,732100000.0,2020,202011,100,130.0,
2020,서울특별시 중랑구 면목동,4~7층,61~85m2,1,430000000,430000000,452600000.0,2020,202011,100,105.0,
2020,서울특별시 동대문구 휘경동,13~20층,61~85m2,1,602000000,602000000,787570000.0,2020,202011,100,131.0,대항력있는임차인
2020,서울특별시 강북구 미아동,8~12층,151m2 이상,1,710000000,568000000,681830000.0,2020,202011,80,96.0,
2020,서울특별시 동작구 상도동,지하~3층,61~85m2,1,300000000,240000000,285880000.0,2020,202011,80,95.0,
2019,서울특별시 강동구 둔촌동,13~20층,86~150m2,1,892000000,892000000,980010000.0,2020,202011,100,110.0,
2019,서울특별시 송파구 거여동,4~7층,86~150m2,1,950000000,950000000,1060100000.0,2020,202011,100,112.0,
2019,서울특별시 광진구 광장동,지하~3층,151m2 이상,1,2320000000,1856000000,2187000000.0,2020,202011,80,94.0,
2020,서울특별시 송파구 문정동,8~12층,21~60m2,1,638000000,638000000,731519000.0,2020,202011,100,115.0,
2020,서울특별시 성북구 돈암동,4~7층,61~85m2,1,377000000,377000000,380000800.0,2020,202011,100,101.0,토지및건물 지분매각
2020,서울특별시 강서구 내발산동,4~7층,21~60m2,1,668000000,534400000,712500000.0,2020,202010,80,107.0,대항력있는임차인
2020,서울특별시 강서구 염창동,지하~3층,61~85m2,1,647000000,517600000,707070700.0,2020,202010,80,109.0,
2020,서울특별시 은평구 진관동,4~7층,61~85m2,1,649000000,649000000,715450000.0,2020,202010,100,110.0,
2018,서울특별시 강남구 개포동,지하~3층,61~85m2,1,1420000000,1420000000,1773100000.0,2020,202010,100,125.0,
2019,서울특별시 서초구 서초동,지하~3층,151m2 이상,1,1585000000,1585000000,1632999999.0,2020,202010,100,103.0,
2019,서울특별시 강남구 압구정동,4~7층,86~150m2,1,2110000000,2110000000,2413099999.0,2020,202010,100,114.0,
2020,서울특별시 양천구 목동,21층 이상,151m2 이상,1,1400000000,1400000000,1680090000.0,2020,202010,100,120.0,
2019,서울특별시 강남구 청담동,지하~3층,151m2 이상,1,3124000000,1999360000,2800000000.0,2020,202010,64,90.0,
2019,서울특별시 동작구 사당동,지하~3층,61~85m2,1,430000000,344000000,485000000.0,2020,202010,80,113.0,
2019,서울특별시 서초구 잠원동,8~12층,21~60m2,1,1550000000,1550000000,1661230000.0,2020,202010,100,107.0,
2018,서울특별시 양천구 신정동,지하~3층,61~85m2,1,575000000,575000000,803770000.0,2020,202010,100,140.0,
2019,서울특별시 광진구 군자동,지하~3층,61~85m2,1,611000000,611000000,634080000.0,2020,202010,100,104.0,
2019,서울특별시 강서구 화곡동,8~12층,61~85m2,1,936000000,936000000,1076400000.0,2020,202010,100,115.0,
2019,서울특별시 영등포구 영등포동8가,13~20층,6~20m2,1,127000000,81280000,96100000.0,2020,202010,64,76.0,
2019,서울특별시 구로구 구로동,8~12층,6~20m2,1,130000000,83200000,90900000.0,2020,202010,64,70.0,
2019,서울특별시 강남구 개포동,4~7층,151m2 이상,1,2470000000,2470000000,2910000000.0,2020,202010,100,118.0,
2019,서울특별시 관악구 신림동,13~20층,86~150m2,1,639000000,639000000,655700000.0,2020,202010,100,103.0,
2019,서울특별시 강서구 방화동,4~7층,86~150m2,1,695000000,695000000,753750000.0,2020,202010,100,108.0,법정지상권
2019,서울특별시 강남구 도곡동,21층 이상,86~150m2,1,2210000000,2210000000,2806880000.0,2020,202010,100,127.0,
2019,서울특별시 서초구 서초동,21층 이상,86~150m2,1,2550000000,2550000000,2741000000.0,2020,202010,100,107.0,
2019,서울특별시 구로구 오류동,13~20층,21~60m2,1,200000000,200000000,221009000.0,2020,202010,100,111.0,토지및건물 지분매각
2018,서울특별시 성동구 옥수동,13~20층,61~85m2,1,1390000000,1112000000,1498789000.0,2020,202010,80,108.0,
2018,서울특별시 도봉구 방학동,지하~3층,61~85m2,1,233000000,186400000,193200000.0,2020,202010,80,83.0,
2019,서울특별시 강동구 둔촌동,지하~3층,86~150m2,1,521000000,521000000,608900000.0,2020,202010,100,117.0,
2019,서울특별시 성북구 석관동,13~20층,61~85m2,1,810000000,810000000,924990000.0,2020,202010,100,114.0,
2019,서울특별시 송파구 잠실동,21층 이상,61~85m2,1,1150000000,1150000000,1380000000.0,2020,202010,100,120.0,대항력있는임차인
2019,서울특별시 송파구 방이동,8~12층,86~150m2,1,1670000000,1670000000,1843500000.0,2020,202010,100,110.0,
2019,서울특별시 동대문구 장안동,4~7층,6~20m2,1,125000000,100000000,115050000.0,2020,202010,80,92.0,
2019,서울특별시 노원구 중계동,13~20층,61~85m2,1,611000000,611000000,734444400.0,2020,202010,100,120.0,
2020,서울특별시 송파구 방이동,8~12층,151m2 이상,1,1295000000,1295000000,1950000000.0,2020,202010,100,151.0,
2020,서울특별시 성북구 길음동,4~7층,86~150m2,1,955000000,955000000,1088920000.0,2020,202010,100,114.0,
2020,서울특별시 도봉구 방학동,8~12층,61~85m2,1,380000000,380000000,468980000.0,2020,202010,100,123.0,
2020,서울특별시 성북구 하월곡동,지하~3층,61~85m2,1,449000000,449000000,523777000.0,2020,202010,100,117.0,
2019,서울특별시 서초구 방배동,지하~3층,151m2 이상,1,1470000000,1470000000,1500000000.0,2020,202010,100,102.0,공동담보
2019,서울특별시 서초구 방배동,지하~3층,151m2 이상,1,1480000000,1480000000,1536000000.0,2020,202010,100,104.0,공동담보
2019,서울특별시 구로구 구로동,지하~3층,21~60m2,1,341000000,272800000,302990000.0,2020,202010,80,89.0,
2019,서울특별시 영등포구 대림동,지하~3층,61~85m2,1,383000000,306400000,313500000.0,2020,202010,80,82.0,대항력있는임차인
2020,서울특별시 양천구 목동,지하~3층,86~150m2,1,1240000000,1240000000,1258000000.0,2020,202010,100,101.0,
2019,서울특별시 서대문구 남가좌동,4~7층,61~85m2,1,805000000,805000000,887060000.0,2020,202010,100,110.0,
2019,서울특별시 강남구 대치동,지하~3층,86~150m2,1,2199000000,2199000000,2501001000.0,2020,202010,100,114.0,
2019,서울특별시 은평구 진관동,지하~3층,151m2 이상,0,930000000,930000000,933260000.0,2020,202010,100,100.0,대지권미등기
2020,서울특별시 강서구 등촌동,13~20층,61~85m2,1,797000000,797000000,838080000.0,2020,202010,100,105.0,
2020,서울특별시 강서구 가양동,4~7층,21~60m2,1,453000000,453000000,545799999.0,2020,202010,100,120.0,
2019,서울특별시 관악구 신림동,지하~3층,21~60m2,1,301000000,301000000,410000000.0,2020,202010,100,136.0,대항력있는임차인
2019,서울특별시 성동구 성수동1가,13~20층,151m2 이상,1,4330000000,3464000000,4052000000.0,2020,202009,80,94.0,
2019,서울특별시 도봉구 창동,13~20층,86~150m2,1,790000000,790000000,821899000.0,2020,202009,100,104.0,
2019,서울특별시 동대문구 회기동,8~12층,21~60m2,1,261000000,208800000,213600000.0,2020,202009,80,82.0,대항력있는임차인
2019,서울특별시 도봉구 창동,4~7층,21~60m2,1,556000000,556000000,635700000.0,2020,202009,100,114.0,
2020,서울특별시 중랑구 상봉동,8~12층,61~85m2,1,400000000,400000000,432015000.0,2020,202009,100,108.0,
2020,서울특별시 동대문구 전농동,8~12층,86~150m2,1,613000000,613000000,674110000.0,2020,202009,100,110.0,
2020,서울특별시 성북구 하월곡동,4~7층,86~150m2,1,803000000,803000000,836100000.0,2020,202009,100,104.0,
2019,서울특별시 서대문구 연희동,지하~3층,86~150m2,1,438000000,280320000,324880000.0,2020,202009,64,74.0,대항력있는임차인
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,143000000,114400000,120000000.0,2020,202009,80,84.0,대항력있는임차인
2020,서울특별시 용산구 이촌동,21층 이상,86~150m2,1,2900000000,2900000000,3151000000.0,2020,202009,100,109.0,
2020,서울특별시 은평구 진관동,4~7층,86~150m2,0,837000000,837000000,907399000.0,2020,202009,100,108.0,대지권미등기
2019,서울특별시 동대문구 장안동,8~12층,21~60m2,1,387000000,309600000,335120000.0,2020,202009,80,87.0,
2019,서울특별시 동대문구 장안동,4~7층,6~20m2,1,124000000,99200000,99490000.0,2020,202009,80,80.0,
2019,서울특별시 동대문구 휘경동,지하~3층,61~85m2,1,565000000,565000000,678950000.0,2020,202009,100,120.0,
2020,서울특별시 강북구 수유동,21층 이상,61~85m2,1,347000000,277600000,351999900.0,2020,202009,80,101.0,
2020,서울특별시 노원구 공릉동,8~12층,21~60m2,1,370000000,370000000,447270000.0,2020,202009,100,121.0,대항력있는임차인
2020,서울특별시 동대문구 답십리동,4~7층,21~60m2,1,612000000,612000000,701550000.0,2020,202009,100,115.0,
2019,서울특별시 성동구 성수동1가,8~12층,151m2 이상,1,3630000000,1189478000,1351999999.0,2020,202009,33,37.0,"대항력있는임차인,선순위전세권"
2019,서울특별시 강동구 천호동,지하~3층,61~85m2,1,447000000,447000000,451999000.0,2020,202009,100,101.0,
2019,서울특별시 마포구 서교동,21층 이상,86~150m2,1,1540000000,1232000000,1600859999.0,2020,202008,80,104.0,법정지상권
2019,서울특별시 서대문구 홍제동,4~7층,21~60m2,1,270000000,216000000,234895000.0,2020,202008,80,87.0,토지및건물 지분매각
2019,서울특별시 마포구 합정동,4~7층,21~60m2,1,187000000,187000000,187000000.0,2020,202008,100,100.0,토지및건물 지분매각
2018,서울특별시 강동구 성내동,4~7층,61~85m2,1,572000000,457600000,527000000.0,2020,202008,80,92.0,
2019,서울특별시 송파구 거여동,8~12층,21~60m2,1,739000000,739000000,805500000.0,2020,202008,100,109.0,
2019,서울특별시 서초구 방배동,4~7층,61~85m2,1,750000000,480000000,601200000.0,2020,202008,64,80.0,토지및건물 지분매각
2019,서울특별시 동작구 상도동,8~12층,86~150m2,1,1320000000,1320000000,1432330000.0,2020,202008,100,109.0,선순위전세권
2019,서울특별시 양천구 목동,13~20층,61~85m2,1,505000000,323200000,474700000.0,2020,202008,64,94.0,토지및건물 지분매각
2020,서울특별시 구로구 고척동,13~20층,61~85m2,1,432000000,432000000,529000000.0,2020,202008,100,122.0,
2019,서울특별시 관악구 신림동,8~12층,61~85m2,1,387000000,309600000,360000000.0,2020,202008,80,93.0,대항력있는임차인
2019,서울특별시 영등포구 양평동5가,13~20층,61~85m2,1,794000000,794000000,930011000.0,2020,202008,100,117.0,
2019,서울특별시 강서구 염창동,13~20층,61~85m2,1,870000000,870000000,952500000.0,2020,202008,100,109.0,
2019,서울특별시 금천구 독산동,8~12층,61~85m2,1,644000000,644000000,645111111.0,2020,202008,100,100.0,
2019,서울특별시 용산구 한남동,8~12층,86~150m2,1,1190000000,1190000000,1430000000.0,2020,202008,100,120.0,
2019,서울특별시 강남구 삼성동,지하~3층,86~150m2,1,1250000000,1250000000,1630000000.0,2020,202008,100,130.0,
2019,서울특별시 구로구 구로동,지하~3층,6~20m2,1,25000000,16000000,20300000.0,2020,202008,64,81.0,유치권에의한경매
2019,서울특별시 서초구 우면동,지하~3층,,0,904000000,904000000,1131000000.0,2020,202008,100,125.0,
2019,서울특별시 중랑구 신내동,4~7층,86~150m2,1,602000000,602000000,680316000.0,2020,202008,100,113.0,
2019,서울특별시 노원구 중계동,4~7층,6~20m2,1,84000000,84000000,103100000.0,2020,202008,100,123.0,
2020,서울특별시 서대문구 홍제동,8~12층,21~60m2,1,595000000,595000000,702359000.0,2020,202008,100,118.0,
2020,서울특별시 영등포구 양평동3가,4~7층,21~60m2,1,563000000,563000000,632111112.0,2020,202008,100,112.0,
2019,서울특별시 강서구 화곡동,지하~3층,21~60m2,1,170000000,136000000,136000000.0,2020,202008,80,80.0,대항력있는임차인
2018,서울특별시 강서구 등촌동,4~7층,86~150m2,1,785000000,785000000,1032000000.0,2020,202008,100,131.0,
2019,서울특별시 영등포구 당산동5가,21층 이상,151m2 이상,1,1650000000,1650000000,1672741001.0,2020,202008,100,101.0,
2019,서울특별시 동작구 사당동,지하~3층,86~150m2,1,921000000,736800000,1024200000.0,2020,202008,80,111.0,대항력있는임차인
2019,서울특별시 강남구 역삼동,4~7층,6~20m2,1,211000000,168800000,180000000.0,2020,202008,80,85.0,선순위전세권
2019,서울특별시 강서구 방화동,8~12층,21~60m2,1,418000000,334400000,418580000.0,2020,202008,80,100.0,
2020,서울특별시 양천구 신정동,4~7층,61~85m2,1,634000000,634000000,763200000.0,2020,202008,100,120.0,
2020,서울특별시 양천구 신정동,지하~3층,86~150m2,1,1558000000,1558000000,1650000000.0,2020,202008,100,106.0,
2019,서울특별시 은평구 녹번동,4~7층,61~85m2,1,471000000,376800000,475240000.0,2020,202008,80,101.0,대항력있는임차인
2019,서울특별시 동작구 동작동,13~20층,61~85m2,1,888000000,888000000,938000000.0,2020,202008,100,106.0,
2019,서울특별시 은평구 진관동,4~7층,151m2 이상,0,1230000000,984000000,1007010000.0,2020,202008,80,82.0,대항력있는임차인
2019,서울특별시 은평구 응암동,지하~3층,21~60m2,1,142000000,113600000,131990000.0,2020,202008,80,93.0,토지및건물 지분매각
2019,서울특별시 강동구 성내동,8~12층,86~150m2,1,601000000,601000000,733550000.0,2020,202008,100,122.0,
2019,서울특별시 강동구 길동,지하~3층,61~85m2,1,428000000,428000000,428006000.0,2020,202008,100,100.0,
2019,서울특별시 강동구 암사동,4~7층,61~85m2,1,605000000,484000000,726090000.0,2020,202008,80,120.0,대항력있는임차인
2019,서울특별시 송파구 거여동,8~12층,61~85m2,0,514000000,514000000,517000000.0,2020,202008,100,101.0,토지및건물 지분매각
2020,서울특별시 송파구 송파동,지하~3층,86~150m2,1,643000000,643000000,643006000.0,2020,202008,100,100.0,
2020,서울특별시 강동구 둔촌동,4~7층,86~150m2,1,670000000,670000000,720010000.0,2020,202008,100,107.0,
2019,서울특별시 광진구 중곡동,4~7층,21~60m2,1,326000000,326000000,385000000.0,2020,202007,100,118.0,
2019,서울특별시 광진구 자양동,13~20층,86~150m2,1,1340000000,1340000000,1551000000.0,2020,202007,100,116.0,
2019,서울특별시 송파구 가락동,4~7층,86~150m2,1,1325000000,1325000000,1450000000.0,2020,202007,100,109.0,
2019,서울특별시 서초구 방배동,4~7층,151m2 이상,1,1820000000,1456000000,1499999990.0,2020,202007,80,82.0,
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,149000000,76288000,76300000.0,2020,202007,51,51.0,대항력있는임차인
2019,서울특별시 마포구 도화동,13~20층,86~150m2,1,1200000000,1200000000,1270000000.0,2020,202007,100,106.0,
2019,서울특별시 서초구 반포동,4~7층,86~150m2,1,1410000000,1128000000,1500000000.0,2020,202007,80,106.0,"대항력있는임차인,법정지상권"
2019,서울특별시 송파구 장지동,8~12층,61~85m2,0,1020000000,1020000000,1323700000.0,2020,202007,100,130.0,
2019,서울특별시 성동구 금호동2가,8~12층,6~20m2,1,286000000,183040000,260000000.0,2020,202007,64,91.0,"대항력있는임차인,법정지상권,별도등기"
2019,서울특별시 송파구 가락동,8~12층,86~150m2,1,583000000,583000000,626116000.0,2020,202007,100,107.0,대항력있는임차인
2019,서울특별시 성동구 금호동4가,13~20층,61~85m2,1,1470000000,1470000000,1521100000.0,2020,202007,100,103.0,
2019,서울특별시 동작구 상도동,4~7층,86~150m2,1,1290000000,1290000000,1350990000.0,2020,202007,100,105.0,공동담보
2019,서울특별시 양천구 목동,8~12층,61~85m2,1,451000000,451000000,608861600.0,2020,202007,100,135.0,
2019,서울특별시 강서구 화곡동,8~12층,61~85m2,1,391000000,391000000,491250000.0,2020,202007,100,126.0,대항력있는임차인
2019,서울특별시 강서구 화곡동,8~12층,6~20m2,1,105000000,84000000,92085000.0,2020,202007,80,88.0,
2019,서울특별시 서초구 방배동,8~12층,151m2 이상,1,1340000000,857600000,1253000000.0,2020,202007,64,94.0,
2019,서울특별시 관악구 신림동,4~7층,21~60m2,1,333000000,333000000,334700000.0,2020,202007,100,101.0,대항력있는임차인
2019,서울특별시 구로구 천왕동,13~20층,61~85m2,0,622000000,622000000,665100000.0,2020,202007,100,107.0,
2019,서울특별시 영등포구 영등포동1가,8~12층,6~20m2,1,146000000,116800000,121000000.0,2020,202007,80,83.0,대항력있는임차인
2019,서울특별시 동작구 상도동,13~20층,61~85m2,1,727000000,727000000,842660000.0,2020,202007,100,116.0,
2019,서울특별시 송파구 가락동,4~7층,61~85m2,1,524000000,419200000,440200000.0,2020,202007,80,84.0,
2019,서울특별시 중랑구 묵동,8~12층,21~60m2,1,419000000,268160000,463555800.0,2020,202007,64,111.0,
2019,서울특별시 도봉구 창동,4~7층,61~85m2,1,296000000,236800000,251100000.0,2020,202007,80,85.0,
2019,서울특별시 성북구 돈암동,8~12층,86~150m2,1,790000000,505600000,828860000.0,2020,202007,64,105.0,
2020,서울특별시 노원구 하계동,지하~3층,6~20m2,1,50000000,50000000,54259800.0,2020,202007,100,109.0,토지및건물 지분매각
2020,서울특별시 노원구 월계동,지하~3층,21~60m2,1,188000000,188000000,204999000.0,2020,202007,100,109.0,
2019,서울특별시 금천구 가산동,13~20층,6~20m2,1,126000000,80640000,92010000.0,2020,202007,64,73.0,대항력있는임차인
2020,서울특별시 양천구 신정동,지하~3층,61~85m2,1,357000000,357000000,374000000.0,2020,202007,100,105.0,
2018,서울특별시 은평구 진관동,8~12층,61~85m2,0,660000000,528000000,688700000.0,2020,202007,80,104.0,대지권미등기
2019,서울특별시 서초구 서초동,21층 이상,86~150m2,1,1825000000,1825000000,1872450000.0,2020,202007,100,103.0,
2019,서울특별시 서대문구 홍은동,8~12층,61~85m2,1,388000000,388000000,471200000.0,2020,202007,100,121.0,
2019,서울특별시 강서구 화곡동,13~20층,151m2 이상,1,1068000000,1068000000,1072230000.0,2020,202007,100,100.0,
2019,서울특별시 강서구 염창동,13~20층,21~60m2,1,621000000,621000000,711100000.0,2020,202007,100,115.0,
2019,서울특별시 은평구 진관동,13~20층,151m2 이상,0,983000000,786400000,918500000.0,2020,202007,80,93.0,대지권미등기
2019,서울특별시 은평구 진관동,4~7층,86~150m2,0,706000000,706000000,752270000.0,2020,202007,100,107.0,대지권미등기
2019,서울특별시 마포구 신공덕동,8~12층,61~85m2,1,1000000000,1000000000,1158999990.0,2020,202007,100,116.0,
2019,서울특별시 관악구 신림동,지하~3층,86~150m2,1,611000000,611000000,702510000.0,2020,202007,100,115.0,
2019,서울특별시 구로구 고척동,지하~3층,61~85m2,1,439000000,439000000,532999999.0,2020,202007,100,121.0,
2019,서울특별시 서대문구 연희동,지하~3층,6~20m2,1,188000000,120320000,158500000.0,2020,202007,64,84.0,
2019,서울특별시 성북구 돈암동,지하~3층,86~150m2,1,756000000,604800000,838000000.0,2020,202007,80,111.0,
2019,서울특별시 노원구 공릉동,4~7층,86~150m2,1,310000000,310000000,336000000.0,2020,202007,100,108.0,
2019,서울특별시 노원구 상계동,4~7층,61~85m2,1,570000000,570000000,715200000.0,2020,202007,100,125.0,
2019,서울특별시 도봉구 방학동,8~12층,21~60m2,1,269000000,269000000,271812000.0,2020,202007,100,101.0,
2018,서울특별시 광진구 구의동,4~7층,151m2 이상,1,802000000,641600000,843999900.0,2020,202006,80,105.0,유치권
2019,서울특별시 광진구 중곡동,4~7층,21~60m2,1,177000000,141600000,144844400.0,2020,202006,80,82.0,"대항력있는임차인,선순위임차권"
2019,서울특별시 중랑구 면목동,8~12층,61~85m2,1,570000000,570000000,611670007.0,2020,202006,100,107.0,
2019,서울특별시 동대문구 장안동,4~7층,61~85m2,1,499000000,499000000,559018000.0,2020,202006,100,112.0,
2019,서울특별시 동대문구 청량리동,4~7층,86~150m2,1,1060000000,1060000000,1191100000.0,2020,202006,100,112.0,
2019,서울특별시 성동구 응봉동,4~7층,21~60m2,1,557000000,557000000,703861600.0,2020,202006,100,126.0,
2019,서울특별시 성북구 돈암동,8~12층,86~150m2,1,789000000,789000000,828920000.0,2020,202006,100,105.0,
2019,서울특별시 동작구 상도동,8~12층,86~150m2,1,1350000000,1350000000,1383900000.0,2020,202006,100,103.0,
2019,서울특별시 동작구 사당동,4~7층,61~85m2,1,1080000000,1080000000,1199900000.0,2020,202006,100,111.0,
2019,서울특별시 성동구 마장동,4~7층,61~85m2,1,701000000,448640000,551100000.0,2020,202006,64,79.0,대항력있는임차인
2019,서울특별시 금천구 독산동,4~7층,21~60m2,1,290000000,290000000,372350000.0,2020,202006,100,128.0,
2019,서울특별시 서초구 반포동,지하~3층,86~150m2,1,1900000000,1520000000,1961000000.0,2020,202006,80,103.0,
2019,서울특별시 강서구 화곡동,8~12층,6~20m2,1,90000000,72000000,77270000.0,2020,202006,80,86.0,
2018,서울특별시 은평구 갈현동,지하~3층,61~85m2,1,290000000,290000000,325677000.0,2020,202006,100,112.0,공동담보
2019,서울특별시 서초구 양재동,4~7층,21~60m2,1,433000000,346400000,405000000.0,2020,202006,80,94.0,대항력있는임차인
2019,서울특별시 용산구 이태원동,지하~3층,61~85m2,1,1250000000,1000000000,1308999990.0,2020,202006,80,105.0,
2019,서울특별시 강서구 화곡동,지하~3층,86~150m2,1,785000000,785000000,810010000.0,2020,202006,100,103.0,
2019,서울특별시 용산구 이촌동,8~12층,61~85m2,1,1281000000,1281000000,1325843200.0,2020,202006,100,104.0,
2019,서울특별시 서초구 반포동,21층 이상,21~60m2,1,1820000000,1820000000,2017000000.0,2020,202006,100,111.0,대항력있는임차인
2019,서울특별시 구로구 천왕동,13~20층,61~85m2,1,592000000,473600000,605108000.0,2020,202006,80,102.0,
2019,서울특별시 구로구 개봉동,21층 이상,61~85m2,1,646000000,646000000,705432000.0,2020,202006,100,109.0,
2019,서울특별시 은평구 수색동,지하~3층,21~60m2,1,457000000,457000000,512990000.0,2020,202006,100,112.0,
2019,서울특별시 중구 중림동,4~7층,21~60m2,1,240000000,192000000,237777777.0,2020,202006,80,99.0,
2019,서울특별시 송파구 거여동,4~7층,61~85m2,1,420000000,336000000,423200000.0,2020,202006,80,101.0,
2019,서울특별시 중구 신당동,4~7층,21~60m2,1,260000000,208000000,215200000.0,2020,202006,80,83.0,
2019,서울특별시 서대문구 홍은동,지하~3층,21~60m2,1,275000000,275000000,275190000.0,2020,202006,100,100.0,
2019,서울특별시 구로구 구로동,지하~3층,21~60m2,1,165000000,105600000,126650000.0,2020,202006,64,77.0,
2019,서울특별시 영등포구 대림동,13~20층,21~60m2,1,240000000,240000000,271000000.0,2020,202006,100,113.0,토지및건물 지분매각
2019,서울특별시 강서구 화곡동,8~12층,6~20m2,1,91000000,72800000,83710000.0,2020,202006,80,92.0,
2019,서울특별시 영등포구 당산동3가,21층 이상,86~150m2,1,1042000000,1042000000,1075300000.0,2020,202006,100,103.0,대항력있는임차인
2019,서울특별시 영등포구 문래동4가,지하~3층,61~85m2,1,680000000,680000000,725660000.0,2020,202006,100,107.0,
2019,서울특별시 양천구 신월동,4~7층,61~85m2,1,387000000,387000000,390870000.0,2020,202006,100,101.0,대항력있는임차인
2019,서울특별시 강동구 천호동,4~7층,61~85m2,1,333000000,333000000,388860000.0,2020,202006,100,117.0,
2019,서울특별시 성북구 안암동1가,4~7층,61~85m2,1,674000000,674000000,736090000.0,2020,202006,100,109.0,
2019,서울특별시 성북구 석관동,지하~3층,61~85m2,1,670000000,670000000,720000100.0,2020,202006,100,107.0,
2019,서울특별시 강동구 천호동,4~7층,86~150m2,1,609000000,389760000,617000000.0,2020,202006,64,101.0,
2019,서울특별시 강동구 천호동,4~7층,61~85m2,1,450000000,288000000,472100000.0,2020,202006,64,105.0,
2019,서울특별시 강동구 천호동,21층 이상,86~150m2,1,894000000,894000000,986131000.0,2020,202006,100,110.0,
2019,서울특별시 성북구 돈암동,13~20층,61~85m2,1,601000000,480800000,610999999.0,2020,202006,80,102.0,대항력있는임차인
2019,서울특별시 성북구 정릉동,8~12층,21~60m2,1,302000000,302000000,333100000.0,2020,202006,100,110.0,
2019,서울특별시 동대문구 장안동,8~12층,21~60m2,1,123000000,98400000,111883300.0,2020,202006,80,91.0,대항력있는임차인
2019,서울특별시 강북구 번동,8~12층,86~150m2,1,639000000,511200000,628000000.0,2020,202006,80,98.0,
