,case_year,gu,dong,dong0,bunji,floor_cat,build_area_grade,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment_val,result,dong1,"('brand_name', 0)","('addr_lat', 0)","('addr_lng', 0)"
496,2019,성북구,종암동,서울특별시 성북구 종암동,131,8~12층,소형,1,350000000,350000000,376800000.0,2020,202006,100,108.0,1,1,서울특별시 성북구 종암동 131,래미안라센트아파트,37.599480756187695,127.03883000318879
497,2019,노원구,월계동,서울특별시 노원구 월계동,781,8~12층,소형,1,230000000,184000000,217770000.0,2020,202006,80,95.0,0,1,서울특별시 노원구 월계동 781,래미안라센트아파트,37.599480756187695,127.03883000318879
498,2019,성북구,돈암동,서울특별시 성북구 돈암동,644,4~7층,중형,1,796000000,796000000,817120000.0,2020,202006,100,103.0,1,1,서울특별시 성북구 돈암동 644,래미안라센트아파트,37.599480756187695,127.03883000318879
499,2019,중랑구,묵동,서울특별시 중랑구 묵동,20,4~7층,대형,1,680000000,680000000,750030000.0,2020,202006,100,110.0,0,1,서울특별시 중랑구 묵동 20,래미안라센트아파트,37.599480756187695,127.03883000318879
500,2019,노원구,상계동,서울특별시 노원구 상계동,624,지하~3층,소형,1,352000000,352000000,360950000.0,2020,202006,100,103.0,1,1,서울특별시 노원구 상계동 624,래미안라센트아파트,37.599480756187695,127.03883000318879
501,2019,성북구,정릉동,서울특별시 성북구 정릉동,435,4~7층,중형,1,530000000,530000000,545511000.0,2020,202006,100,103.0,0,1,서울특별시 성북구 정릉동 435,래미안라센트아파트,37.599480756187695,127.03883000318879
502,2019,광진구,자양동,서울특별시 광진구 자양동,856,지하~3층,초대형,1,1340000000,1340000000,1356000000.0,2020,202005,100,101.0,0,1,서울특별시 광진구 자양동 856,래미안라센트아파트,37.599480756187695,127.03883000318879
503,2019,중랑구,면목동,서울특별시 중랑구 면목동,472-8,8~12층,중형,1,460000000,368000000,471110000.0,2020,202005,80,102.0,1,1,서울특별시 중랑구 면목동 472-8,래미안라센트아파트,37.599480756187695,127.03883000318879
504,2019,노원구,하계동,서울특별시 노원구 하계동,271-3,8~12층,소형,1,194000000,194000000,195200000.0,2020,202005,100,101.0,0,1,서울특별시 노원구 하계동 271-3,래미안라센트아파트,37.599480756187695,127.03883000318879
505,2019,노원구,공릉동,서울특별시 노원구 공릉동,748,4~7층,대형,1,620000000,620000000,620010000.0,2020,202005,100,100.0,0,1,서울특별시 노원구 공릉동 748,래미안라센트아파트,37.599480756187695,127.03883000318879
506,2019,서초구,서초동,서울특별시 서초구 서초동,1471-15,4~7층,대형,1,786000000,786000000,792310000.0,2020,202005,100,101.0,0,1,서울특별시 서초구 서초동 1471-15,래미안라센트아파트,37.599480756187695,127.03883000318879
507,2019,서초구,서초동,서울특별시 서초구 서초동,1321-6,8~12층,대형,1,577000000,461600000,584000000.0,2020,202005,80,101.0,0,1,서울특별시 서초구 서초동 1321-6,래미안라센트아파트,37.599480756187695,127.03883000318879
508,2018,금천구,시흥동,서울특별시 금천구 시흥동,5-13,8~12층,대형,1,432000000,345600000,479799000.0,2020,202005,80,111.0,1,1,서울특별시 금천구 시흥동 5-13,래미안라센트아파트,37.599480756187695,127.03883000318879
509,2019,강서구,화곡동,서울특별시 강서구 화곡동,1145,지하~3층,중형,1,780000000,624000000,722690000.0,2020,202005,80,93.0,1,1,서울특별시 강서구 화곡동 1145,래미안라센트아파트,37.599480756187695,127.03883000318879
510,2019,강서구,마곡동,서울특별시 강서구 마곡동,741,4~7층,중형,0,1040000000,832000000,1016700000.0,2020,202005,80,98.0,0,1,서울특별시 강서구 마곡동 741,래미안라센트아파트,37.599480756187695,127.03883000318879
511,2019,관악구,봉천동,서울특별시 관악구 봉천동,1708,지하~3층,중형,1,695000000,695000000,781880000.0,2020,202005,100,113.0,0,1,서울특별시 관악구 봉천동 1708,래미안라센트아파트,37.599480756187695,127.03883000318879
512,2018,구로구,신도림동,서울특별시 구로구 신도림동,692,8~12층,대형,1,1110000000,1110000000,1137630000.0,2020,202005,100,102.0,0,1,서울특별시 구로구 신도림동 692,래미안라센트아파트,37.599480756187695,127.03883000318879
513,2018,금천구,시흥동,서울특별시 금천구 시흥동,5-13,4~7층,대형,1,425000000,425000000,470112000.0,2020,202005,100,111.0,0,1,서울특별시 금천구 시흥동 5-13,래미안라센트아파트,37.599480756187695,127.03883000318879
514,2018,서초구,반포동,서울특별시 서초구 반포동,802,지하~3층,초대형,1,4190000000,2681600000,2725000000.0,2020,202005,64,65.0,0,1,서울특별시 서초구 반포동 802,래미안라센트아파트,37.599480756187695,127.03883000318879
515,2019,강서구,방화동,서울특별시 강서구 방화동,862,,중형,1,540000000,432000000,497000000.0,2020,202005,80,92.0,0,1,서울특별시 강서구 방화동 862,래미안라센트아파트,37.599480756187695,127.03883000318879
516,2019,영등포구,신길동,서울특별시 영등포구 신길동,4945,13~20층,중형,1,1028000000,1028000000,1134100000.0,2020,202005,100,110.0,0,1,서울특별시 영등포구 신길동 4945,래미안라센트아파트,37.599480756187695,127.03883000318879
517,2019,영등포구,영등포동,서울특별시 영등포구 영등포동,647,21층 이상,중형,1,765000000,765000000,899900000.0,2020,202005,100,118.0,0,1,서울특별시 영등포구 영등포동 647,래미안라센트아파트,37.599480756187695,127.03883000318879
518,2019,동작구,대방동,서울특별시 동작구 대방동,501,13~20층,중형,1,760000000,608000000,715000000.0,2020,202005,80,94.0,1,1,서울특별시 동작구 대방동 501,래미안라센트아파트,37.599480756187695,127.03883000318879
519,2019,서초구,방배동,서울특별시 서초구 방배동,1-62,4~7층,초대형,1,2540000000,2032000000,2222222000.0,2020,202005,80,87.0,0,1,서울특별시 서초구 방배동 1-62,래미안라센트아파트,37.599480756187695,127.03883000318879
520,2019,강서구,방화동,서울특별시 강서구 방화동,897,8~12층,소형,1,267500000,214000000,289999000.0,2020,202005,80,108.0,0,1,서울특별시 강서구 방화동 897,래미안라센트아파트,37.599480756187695,127.03883000318879
521,2019,구로구,고척동,서울특별시 구로구 고척동,320,13~20층,중형,1,442000000,442000000,492550000.0,2020,202005,100,111.0,0,1,서울특별시 구로구 고척동 320,래미안라센트아파트,37.599480756187695,127.03883000318879
522,2019,양천구,목동,서울특별시 양천구 목동,908-34,21층 이상,초대형,1,1260000000,1260000000,1301550000.0,2020,202005,100,103.0,0,1,서울특별시 양천구 목동 908-34,래미안라센트아파트,37.599480756187695,127.03883000318879
523,2019,은평구,응암동,서울특별시 은평구 응암동,96-41,4~7층,중형,1,300000000,240000000,242000000.0,2020,202005,80,81.0,1,1,서울특별시 은평구 응암동 96-41,래미안라센트아파트,37.599480756187695,127.03883000318879
524,2019,서대문구,홍은동,서울특별시 서대문구 홍은동,440-3,4~7층,소형,1,310000000,248000000,316439999.0,2020,202005,80,102.0,1,1,서울특별시 서대문구 홍은동 440-3,래미안라센트아파트,37.599480756187695,127.03883000318879
525,2019,용산구,이촌동,서울특별시 용산구 이촌동,302-53,4~7층,대형,1,1640000000,1312000000,1313111000.0,2020,202005,80,80.0,1,1,서울특별시 용산구 이촌동 302-53,래미안라센트아파트,37.599480756187695,127.03883000318879
526,2019,은평구,녹번동,서울특별시 은평구 녹번동,279-1,13~20층,대형,1,542000000,542000000,542000000.0,2020,202005,100,100.0,1,1,서울특별시 은평구 녹번동 279-1,래미안라센트아파트,37.599480756187695,127.03883000318879
527,2019,서대문구,홍은동,서울특별시 서대문구 홍은동,454,8~12층,중형,1,370000000,296000000,381900000.0,2020,202005,80,103.0,0,1,서울특별시 서대문구 홍은동 454,래미안라센트아파트,37.599480756187695,127.03883000318879
528,2019,동작구,본동,서울특별시 동작구 본동,492,13~20층,대형,1,923000000,923000000,1035799000.0,2020,202005,100,112.0,0,1,서울특별시 동작구 본동 492,래미안라센트아파트,37.599480756187695,127.03883000318879
529,2018,노원구,상계동,서울특별시 노원구 상계동,1255,8~12층,소형,1,227000000,227000000,245340000.0,2020,202005,100,108.0,0,1,서울특별시 노원구 상계동 1255,래미안라센트아파트,37.599480756187695,127.03883000318879
530,2019,중랑구,면목동,서울특별시 중랑구 면목동,193-1,4~7층,소형,1,298000000,298000000,323990000.0,2020,202005,100,109.0,1,1,서울특별시 중랑구 면목동 193-1,래미안라센트아파트,37.599480756187695,127.03883000318879
531,2019,도봉구,도봉동,서울특별시 도봉구 도봉동,81-1,13~20층,중형,1,334000000,213760000,331010000.0,2020,202005,64,99.0,1,1,서울특별시 도봉구 도봉동 81-1,래미안라센트아파트,37.599480756187695,127.03883000318879
532,2019,성북구,돈암동,서울특별시 성북구 돈암동,603,4~7층,중형,0,608000000,486400000,617646000.0,2020,202005,80,102.0,0,1,서울특별시 성북구 돈암동 603,래미안라센트아파트,37.599480756187695,127.03883000318879
533,2019,동대문구,휘경동,서울특별시 동대문구 휘경동,109,8~12층,대형,1,690000000,552000000,661990000.0,2020,202005,80,96.0,0,1,서울특별시 동대문구 휘경동 109,래미안라센트아파트,37.599480756187695,127.03883000318879
534,2019,강북구,미아동,서울특별시 강북구 미아동,152,지하~3층,소형,1,292000000,233600000,289000900.0,2020,202005,80,99.0,0,1,서울특별시 강북구 미아동 152,래미안라센트아파트,37.599480756187695,127.03883000318879
535,2019,성북구,정릉동,서울특별시 성북구 정릉동,1018,13~20층,대형,1,545000000,545000000,551300000.0,2020,202005,100,101.0,0,1,서울특별시 성북구 정릉동 1018,래미안라센트아파트,37.599480756187695,127.03883000318879
536,2019,성동구,마장동,서울특별시 성동구 마장동,818,13~20층,초대형,1,776000000,776000000,880000000.0,2020,202005,100,113.0,0,1,서울특별시 성동구 마장동 818,래미안라센트아파트,37.599480756187695,127.03883000318879
537,2019,성북구,석관동,서울특별시 성북구 석관동,110-2,지하~3층,중형,1,440000000,281600000,478899900.0,2020,202005,64,109.0,0,1,서울특별시 성북구 석관동 110-2,래미안라센트아파트,37.599480756187695,127.03883000318879
538,2019,도봉구,방학동,서울특별시 도봉구 방학동,720-18,4~7층,대형,1,723000000,723000000,760950000.0,2020,202005,100,105.0,0,1,서울특별시 도봉구 방학동 720-18,래미안라센트아파트,37.599480756187695,127.03883000318879
539,2019,동대문구,장안동,서울특별시 동대문구 장안동,329-2,8~12층,소형,1,588000000,588000000,648820000.0,2020,202005,100,110.0,0,1,서울특별시 동대문구 장안동 329-2,래미안라센트아파트,37.599480756187695,127.03883000318879
540,2019,도봉구,창동,서울특별시 도봉구 창동,33,13~20층,중형,1,626000000,626000000,701000050.0,2020,202005,100,112.0,1,1,서울특별시 도봉구 창동 33,래미안라센트아파트,37.599480756187695,127.03883000318879
541,2019,노원구,월계동,서울특별시 노원구 월계동,448-3,,소형,1,90000000,90000000,170010000.0,2020,202005,100,189.0,1,1,서울특별시 노원구 월계동 448-3,래미안라센트아파트,37.599480756187695,127.03883000318879
542,2019,양천구,신월동,서울특별시 양천구 신월동,217-8,지하~3층,소형,1,218000000,174400000,208220000.0,2020,202005,80,96.0,0,1,서울특별시 양천구 신월동 217-8,래미안라센트아파트,37.599480756187695,127.03883000318879
543,2019,구로구,고척동,서울특별시 구로구 고척동,326,4~7층,소형,1,390000000,390000000,395190000.0,2020,202005,100,101.0,1,1,서울특별시 구로구 고척동 326,래미안라센트아파트,37.599480756187695,127.03883000318879
544,2019,동작구,사당동,서울특별시 동작구 사당동,105,지하~3층,소형,1,660000000,660000000,743000000.0,2020,202004,100,113.0,1,1,서울특별시 동작구 사당동 105,래미안라센트아파트,37.599480756187695,127.03883000318879
545,2019,광진구,광장동,서울특별시 광진구 광장동,577,4~7층,중형,1,1070000000,1070000000,1125000000.0,2020,202004,100,105.0,0,1,서울특별시 광진구 광장동 577,래미안라센트아파트,37.599480756187695,127.03883000318879
546,2019,송파구,잠실동,서울특별시 송파구 잠실동,40,13~20층,초대형,1,1590000000,1590000000,1610000000.0,2020,202004,100,101.0,0,1,서울특별시 송파구 잠실동 40,래미안라센트아파트,37.599480756187695,127.03883000318879
547,2019,송파구,잠실동,서울특별시 송파구 잠실동,22,13~20층,중형,1,1720000000,1720000000,1752112000.0,2020,202004,100,102.0,1,1,서울특별시 송파구 잠실동 22,래미안라센트아파트,37.599480756187695,127.03883000318879
548,2019,송파구,가락동,서울특별시 송파구 가락동,120-4,8~12층,소형,1,360000000,360000000,426409900.0,2020,202004,100,118.0,0,1,서울특별시 송파구 가락동 120-4,래미안라센트아파트,37.599480756187695,127.03883000318879
549,2019,강북구,번동,서울특별시 강북구 번동,242,13~20층,소형,1,363000000,363000000,427111110.0,2020,202004,100,118.0,1,1,서울특별시 강북구 번동 242,래미안라센트아파트,37.599480756187695,127.03883000318879
550,2019,노원구,상계동,서울특별시 노원구 상계동,1068,13~20층,소형,1,290000000,290000000,290399999.0,2020,202004,100,100.0,1,1,서울특별시 노원구 상계동 1068,래미안라센트아파트,37.599480756187695,127.03883000318879
551,2019,중랑구,신내동,서울특별시 중랑구 신내동,816,8~12층,중형,0,600000000,600000000,643000000.0,2020,202004,100,107.0,1,1,서울특별시 중랑구 신내동 816,래미안라센트아파트,37.599480756187695,127.03883000318879
552,2019,성북구,하월곡동,서울특별시 성북구 하월곡동,222,13~20층,소형,1,508000000,508000000,570600000.0,2020,202004,100,112.0,0,1,서울특별시 성북구 하월곡동 222,래미안라센트아파트,37.599480756187695,127.03883000318879
553,2019,노원구,상계동,서울특별시 노원구 상계동,173-1,4~7층,소형,1,264000000,264000000,266336000.0,2020,202004,100,101.0,0,1,서울특별시 노원구 상계동 173-1,래미안라센트아파트,37.599480756187695,127.03883000318879
554,2018,용산구,한남동,서울특별시 용산구 한남동,810,4~7층,초대형,1,3640000000,3640000000,3881100000.0,2020,202004,100,107.0,0,1,서울특별시 용산구 한남동 810,래미안라센트아파트,37.599480756187695,127.03883000318879
555,2018,관악구,봉천동,서울특별시 관악구 봉천동,1001,8~12층,중형,1,575000000,575000000,642920000.0,2020,202004,100,112.0,1,1,서울특별시 관악구 봉천동 1001,래미안라센트아파트,37.599480756187695,127.03883000318879
556,2019,서대문구,남가좌동,서울특별시 서대문구 남가좌동,376,13~20층,소형,1,475000000,475000000,599990000.0,2020,202004,100,126.0,1,1,서울특별시 서대문구 남가좌동 376,래미안라센트아파트,37.599480756187695,127.03883000318879
557,2019,관악구,봉천동,서울특별시 관악구 봉천동,1706,21층 이상,대형,1,780000000,624000000,748550000.0,2020,202004,80,96.0,1,1,서울특별시 관악구 봉천동 1706,래미안라센트아파트,37.599480756187695,127.03883000318879
558,2019,서초구,신원동,서울특별시 서초구 신원동,412-5,4~7층,대형,0,1720000000,1376000000,1553390000.0,2020,202004,80,90.0,0,1,서울특별시 서초구 신원동 412-5,래미안라센트아파트,37.599480756187695,127.03883000318879
559,2019,중구,황학동,서울특별시 중구 황학동,2545,8~12층,중형,1,739000000,739000000,800450000.0,2020,202004,100,108.0,0,1,서울특별시 중구 황학동 2545,래미안라센트아파트,37.599480756187695,127.03883000318879
560,2019,서초구,반포동,서울특별시 서초구 반포동,60-4,8~12층,소형,1,811000000,811000000,811000000.0,2020,202004,100,100.0,0,1,서울특별시 서초구 반포동 60-4,래미안라센트아파트,37.599480756187695,127.03883000318879
561,2018,강동구,둔촌동,서울특별시 강동구 둔촌동,545,8~12층,중형,1,758000000,758000000,811599000.0,2020,202004,100,107.0,1,1,서울특별시 강동구 둔촌동 545,래미안라센트아파트,37.599480756187695,127.03883000318879
562,2019,강북구,미아동,서울특별시 강북구 미아동,813,지하~3층,중형,1,681000000,681000000,685900000.0,2020,202004,100,101.0,1,1,서울특별시 강북구 미아동 813,래미안라센트아파트,37.599480756187695,127.03883000318879
563,2019,노원구,공릉동,서울특별시 노원구 공릉동,371-11,지하~3층,중형,1,392000000,392000000,463999999.0,2020,202004,100,118.0,0,1,서울특별시 노원구 공릉동 371-11,래미안라센트아파트,37.599480756187695,127.03883000318879
564,2018,노원구,중계동,서울특별시 노원구 중계동,598,지하~3층,중형,1,566000000,452800000,615600000.0,2020,202004,80,109.0,0,1,서울특별시 노원구 중계동 598,래미안라센트아파트,37.599480756187695,127.03883000318879
565,2019,노원구,월계동,서울특별시 노원구 월계동,781,8~12층,소형,1,306000000,244800000,316333300.0,2020,202004,80,103.0,0,1,서울특별시 노원구 월계동 781,래미안라센트아파트,37.599480756187695,127.03883000318879
566,2019,동대문구,휘경동,서울특별시 동대문구 휘경동,57,지하~3층,중형,1,580000000,580000000,625000000.0,2020,202004,100,108.0,1,1,서울특별시 동대문구 휘경동 57,래미안라센트아파트,37.599480756187695,127.03883000318879
567,2019,양천구,신정동,서울특별시 양천구 신정동,1278,4~7층,대형,1,910000000,910000000,1111110000.0,2020,202004,100,122.0,1,1,서울특별시 양천구 신정동 1278,래미안라센트아파트,37.599480756187695,127.03883000318879
568,2019,영등포구,문래동3가,서울특별시 영등포구 문래동3가,99,8~12층,중형,1,484000000,484000000,525252525.0,2020,202004,100,109.0,1,1,서울특별시 영등포구 문래동3가 99,래미안라센트아파트,37.599480756187695,127.03883000318879
569,2019,양천구,목동,서울특별시 양천구 목동,911,지하~3층,중형,1,1100000000,1100000000,1205200000.0,2020,202004,100,110.0,0,1,서울특별시 양천구 목동 911,래미안라센트아파트,37.599480756187695,127.03883000318879
570,2018,동작구,대방동,서울특별시 동작구 대방동,509,4~7층,중형,1,751000000,600800000,721999990.0,2020,202004,80,96.0,0,1,서울특별시 동작구 대방동 509,래미안라센트아파트,37.599480756187695,127.03883000318879
571,2019,관악구,봉천동,서울특별시 관악구 봉천동,673-82,4~7층,중형,1,250000000,200000000,213110000.0,2020,202004,80,85.0,0,1,서울특별시 관악구 봉천동 673-82,래미안라센트아파트,37.599480756187695,127.03883000318879
572,2018,구로구,신도림동,서울특별시 구로구 신도림동,643,13~20층,초대형,1,978000000,978000000,1046600000.0,2020,202004,100,107.0,0,1,서울특별시 구로구 신도림동 643,래미안라센트아파트,37.599480756187695,127.03883000318879
573,2019,강서구,가양동,서울특별시 강서구 가양동,1467,지하~3층,대형,1,700000000,560000000,681150000.0,2020,202004,80,97.0,0,1,서울특별시 강서구 가양동 1467,래미안라센트아파트,37.599480756187695,127.03883000318879
574,2019,송파구,가락동,서울특별시 송파구 가락동,79,21층 이상,초대형,1,1050000000,1050000000,1102999990.0,2020,202004,100,105.0,0,1,서울특별시 송파구 가락동 79,래미안라센트아파트,37.599480756187695,127.03883000318879
575,2018,용산구,한남동,서울특별시 용산구 한남동,1-44,지하~3층,초대형,1,2820000000,2256000000,2350000000.0,2020,202003,80,83.0,0,1,서울특별시 용산구 한남동 1-44,래미안라센트아파트,37.599480756187695,127.03883000318879
576,2019,은평구,역촌동,서울특별시 은평구 역촌동,35-42,4~7층,소형,1,222000000,177600000,194550000.0,2020,202003,80,88.0,1,1,서울특별시 은평구 역촌동 35-42,래미안라센트아파트,37.599480756187695,127.03883000318879
577,2019,중구,회현동1가,서울특별시 중구 회현동1가,146-1,4~7층,중형,1,415000000,265600000,343230000.0,2020,202002,64,83.0,0,1,서울특별시 중구 회현동1가 146-1,래미안라센트아파트,37.599480756187695,127.03883000318879
578,2019,영등포구,영등포동3가,서울특별시 영등포구 영등포동3가,19-2,8~12층,소형,1,125000000,100000000,113300000.0,2020,202002,80,91.0,0,1,서울특별시 영등포구 영등포동3가 19-2,래미안라센트아파트,37.599480756187695,127.03883000318879
579,2019,영등포구,영등포동3가,서울특별시 영등포구 영등포동3가,19-2,8~12층,소형,1,125000000,100000000,112300000.0,2020,202002,80,90.0,1,1,서울특별시 영등포구 영등포동3가 19-2,래미안라센트아파트,37.599480756187695,127.03883000318879
580,2019,금천구,독산동,서울특별시 금천구 독산동,293-10,4~7층,소형,1,355000000,355000000,425300000.0,2020,202002,100,120.0,0,1,서울특별시 금천구 독산동 293-10,래미안라센트아파트,37.599480756187695,127.03883000318879
581,2019,강서구,가양동,서울특별시 강서구 가양동,1500,13~20층,중형,1,901000000,901000000,1006000000.0,2020,202002,100,112.0,0,1,서울특별시 강서구 가양동 1500,래미안라센트아파트,37.599480756187695,127.03883000318879
582,2019,동대문구,이문동,서울특별시 동대문구 이문동,425,13~20층,중형,1,608000000,608000000,628682990.0,2020,202002,100,103.0,0,1,서울특별시 동대문구 이문동 425,래미안라센트아파트,37.599480756187695,127.03883000318879
583,2019,노원구,상계동,서울특별시 노원구 상계동,1302,지하~3층,중형,1,413000000,413000000,421190000.0,2020,202002,100,102.0,0,1,서울특별시 노원구 상계동 1302,래미안라센트아파트,37.599480756187695,127.03883000318879
584,2019,성동구,행당동,서울특별시 성동구 행당동,344,8~12층,중형,1,725000000,725000000,739900000.0,2020,202002,100,102.0,1,1,서울특별시 성동구 행당동 344,래미안라센트아파트,37.599480756187695,127.03883000318879
585,2019,강북구,미아동,서울특별시 강북구 미아동,1357,지하~3층,중형,1,480000000,384000000,518890000.0,2020,202002,80,108.0,0,1,서울특별시 강북구 미아동 1357,래미안라센트아파트,37.599480756187695,127.03883000318879
586,2019,노원구,중계동,서울특별시 노원구 중계동,578,4~7층,중형,1,454000000,363200000,458980000.0,2020,202002,80,101.0,0,1,서울특별시 노원구 중계동 578,래미안라센트아파트,37.599480756187695,127.03883000318879
587,2019,동대문구,장안동,서울특별시 동대문구 장안동,365-5,13~20층,중형,1,452000000,361600000,455015000.0,2020,202002,80,101.0,0,1,서울특별시 동대문구 장안동 365-5,래미안라센트아파트,37.599480756187695,127.03883000318879
588,2019,서초구,서초동,서울특별시 서초구 서초동,1446-11,4~7층,초대형,1,1920000000,1536000000,1858300000.0,2020,202002,80,97.0,0,1,서울특별시 서초구 서초동 1446-11,래미안라센트아파트,37.599480756187695,127.03883000318879
589,2019,강서구,마곡동,서울특별시 강서구 마곡동,743-4,13~20층,대형,0,1320000000,1320000000,1480999000.0,2020,202002,100,112.19689393939392,0,1,서울특별시 강서구 마곡동 743-4,래미안라센트아파트,37.599480756187695,127.03883000318879
590,2018,양천구,신정동,서울특별시 양천구 신정동,881-6,4~7층,중형,1,378000000,378000000,423850000.0,2020,202002,100,112.12962962962963,0,1,서울특별시 양천구 신정동 881-6,래미안라센트아파트,37.599480756187695,127.03883000318879
591,2018,은평구,신사동,서울특별시 은평구 신사동,242,지하~3층,소형,1,289000000,184960000,232067500.0,2020,202002,64,80.0,1,1,서울특별시 은평구 신사동 242,래미안라센트아파트,37.599480756187695,127.03883000318879
592,2019,서대문구,북아현동,서울특별시 서대문구 북아현동,1011,8~12층,소형,1,682500000,546000000,663000000.0,2020,202002,80,97.0,1,1,서울특별시 서대문구 북아현동 1011,래미안라센트아파트,37.599480756187695,127.03883000318879
593,2018,중랑구,신내동,서울특별시 중랑구 신내동,397,13~20층,소형,1,370000000,370000000,393897000.0,2020,202002,100,106.45864864864865,0,1,서울특별시 중랑구 신내동 397,래미안라센트아파트,37.599480756187695,127.03883000318879
594,2018,강동구,천호동,서울특별시 강동구 천호동,19-1,4~7층,중형,1,644000000,644000000,748000000.0,2020,202002,100,116.14906832298138,0,1,서울특별시 강동구 천호동 19-1,래미안라센트아파트,37.599480756187695,127.03883000318879
595,2019,송파구,장지동,서울특별시 송파구 장지동,879,21층 이상,소형,0,919000000,919000000,1031900000.0,2020,202002,100,112.28509249183895,0,1,서울특별시 송파구 장지동 879,래미안라센트아파트,37.599480756187695,127.03883000318879
596,2019,강북구,수유동,서울특별시 강북구 수유동,733,8~12층,소형,1,91800000,73440000,80690000.0,2020,202002,80,88.0,0,1,서울특별시 강북구 수유동 733,래미안라센트아파트,37.599480756187695,127.03883000318879
597,2019,성북구,안암동3가,서울특별시 성북구 안암동3가,136-1,지하~3층,소형,1,161000000,161000000,183900000.0,2020,202002,100,114.22360248447204,0,1,서울특별시 성북구 안암동3가 136-1,래미안라센트아파트,37.599480756187695,127.03883000318879
598,2019,도봉구,창동,서울특별시 도봉구 창동,823,8~12층,초대형,1,642000000,642000000,762510000.0,2020,202002,100,118.77102803738319,0,1,서울특별시 도봉구 창동 823,래미안라센트아파트,37.599480756187695,127.03883000318879
599,2019,구로구,구로동,서울특별시 구로구 구로동,440,4~7층,중형,1,490000000,490000000,554000000.0,2020,202002,100,113.06122448979592,0,1,서울특별시 구로구 구로동 440,래미안라센트아파트,37.599480756187695,127.03883000318879
600,2019,구로구,구로동,서울특별시 구로구 구로동,103-1,8~12층,중형,1,233000000,233000000,238100000.0,2020,202002,100,102.0,0,1,서울특별시 구로구 구로동 103-1,래미안라센트아파트,37.599480756187695,127.03883000318879
601,2019,구로구,고척동,서울특별시 구로구 고척동,141-1,8~12층,소형,1,333000000,333000000,375099800.0,2020,202002,100,112.64258258258256,0,1,서울특별시 구로구 고척동 141-1,래미안라센트아파트,37.599480756187695,127.03883000318879
602,2019,금천구,시흥동,서울특별시 금천구 시흥동,1013,13~20층,대형,1,474000000,474000000,482880000.0,2020,202002,100,101.87341772151899,0,1,서울특별시 금천구 시흥동 1013,래미안라센트아파트,37.599480756187695,127.03883000318879
603,2019,서대문구,연희동,서울특별시 서대문구 연희동,51-151,지하~3층,대형,1,469000000,300160000,346777000.0,2020,202002,64,74.0,0,1,서울특별시 서대문구 연희동 51-151,래미안라센트아파트,37.599480756187695,127.03883000318879
604,2019,은평구,진관동,서울특별시 은평구 진관동,84,13~20층,중형,0,480000000,384000000,427600000.0,2020,202002,80,89.0,1,1,서울특별시 은평구 진관동 84,래미안라센트아파트,37.599480756187695,127.03883000318879
605,2018,강동구,천호동,서울특별시 강동구 천호동,333-55,4~7층,대형,1,767000000,251330000,261210000.0,2020,202002,33,34.0,1,1,서울특별시 강동구 천호동 333-55,래미안라센트아파트,37.599480756187695,127.03883000318879
606,2018,동대문구,장안동,서울특별시 동대문구 장안동,346-9,4~7층,소형,1,267000000,170880000,205500000.0,2020,202002,64,77.0,0,1,서울특별시 동대문구 장안동 346-9,래미안라센트아파트,37.599480756187695,127.03883000318879
607,2018,송파구,방이동,서울특별시 송파구 방이동,89,8~12층,대형,1,1520000000,1520000000,1668800000.0,2020,202002,100,109.7894736842105,0,1,서울특별시 송파구 방이동 89,래미안라센트아파트,37.599480756187695,127.03883000318879
608,2019,성동구,성수동1가,서울특별시 성동구 성수동1가,708,13~20층,소형,1,640000000,640000000,731222000.0,2020,202002,100,114.2534375,1,1,서울특별시 성동구 성수동1가 708,래미안라센트아파트,37.599480756187695,127.03883000318879
609,2019,성동구,상왕십리동,서울특별시 성동구 상왕십리동,811,13~20층,소형,1,462000000,462000000,476486200.0,2020,202002,100,103.0,1,1,서울특별시 성동구 상왕십리동 811,래미안라센트아파트,37.599480756187695,127.03883000318879
610,2019,도봉구,도봉동,서울특별시 도봉구 도봉동,87,4~7층,중형,1,373000000,298400000,402799900.0,2020,202002,80,108.0,0,1,서울특별시 도봉구 도봉동 87,래미안라센트아파트,37.599480756187695,127.03883000318879
611,2019,노원구,상계동,서울특별시 노원구 상계동,1285,8~12층,중형,1,484000000,387200000,470777799.0,2020,202002,80,97.0,0,1,서울특별시 노원구 상계동 1285,래미안라센트아파트,37.599480756187695,127.03883000318879
612,2019,강북구,번동,서울특별시 강북구 번동,657,13~20층,중형,1,432000000,432000000,472320000.0,2020,202002,100,109.0,0,1,서울특별시 강북구 번동 657,래미안라센트아파트,37.599480756187695,127.03883000318879
613,2019,노원구,상계동,서울특별시 노원구 상계동,1068,8~12층,중형,1,387000000,387000000,387000500.0,2020,202002,100,100.0,0,1,서울특별시 노원구 상계동 1068,래미안라센트아파트,37.599480756187695,127.03883000318879
614,2019,송파구,문정동,서울특별시 송파구 문정동,618,13~20층,중형,1,1090000000,1090000000,1285330000.0,2020,202002,100,117.92018348623856,0,1,서울특별시 송파구 문정동 618,래미안라센트아파트,37.599480756187695,127.03883000318879
615,2019,강북구,번동,서울특별시 강북구 번동,118-15,,대형,1,395000000,395000000,398888000.0,2020,202002,100,101.0,0,1,서울특별시 강북구 번동 118-15,래미안라센트아파트,37.599480756187695,127.03883000318879
