,case_year,gu,dong,dong0,bunji,floor_cat,build_area_grade,land,price,lowest,hammer,year,date_ym,low_per,ham_per,comment_val,result,dong1,"('brand_name', 0)","('addr_lat', 0)","('addr_lng', 0)"
297,2019,강남구,청담동,서울특별시 강남구 청담동,104-5,지하~3층,초대형,1,3124000000,1999360000,2800000000.0,2020,202010,64,90.0,0,1,서울특별시 강남구 청담동 104-5,래미안라센트아파트,37.599480756187695,127.03883000318879
298,2019,동작구,사당동,서울특별시 동작구 사당동,238-6,지하~3층,중형,1,430000000,344000000,485000000.0,2020,202010,80,113.0,0,1,서울특별시 동작구 사당동 238-6,래미안라센트아파트,37.599480756187695,127.03883000318879
299,2019,서초구,잠원동,서울특별시 서초구 잠원동,58-16,8~12층,소형,1,1550000000,1550000000,1661230000.0,2020,202010,100,107.0,0,1,서울특별시 서초구 잠원동 58-16,래미안라센트아파트,37.599480756187695,127.03883000318879
300,2018,양천구,신정동,서울특별시 양천구 신정동,1306,지하~3층,중형,1,575000000,575000000,803770000.0,2020,202010,100,140.0,0,1,서울특별시 양천구 신정동 1306,래미안라센트아파트,37.599480756187695,127.03883000318879
301,2019,광진구,군자동,서울특별시 광진구 군자동,99,지하~3층,중형,1,611000000,611000000,634080000.0,2020,202010,100,104.0,0,1,서울특별시 광진구 군자동 99,래미안라센트아파트,37.599480756187695,127.03883000318879
302,2019,강서구,화곡동,서울특별시 강서구 화곡동,1159,8~12층,중형,1,936000000,936000000,1076400000.0,2020,202010,100,115.0,0,1,서울특별시 강서구 화곡동 1159,래미안라센트아파트,37.599480756187695,127.03883000318879
303,2019,영등포구,영등포동8가,서울특별시 영등포구 영등포동8가,51-1,13~20층,소형,1,127000000,81280000,96100000.0,2020,202010,64,76.0,0,1,서울특별시 영등포구 영등포동8가 51-1,래미안라센트아파트,37.599480756187695,127.03883000318879
304,2019,구로구,구로동,서울특별시 구로구 구로동,104-3,8~12층,소형,1,130000000,83200000,90900000.0,2020,202010,64,70.0,0,1,서울특별시 구로구 구로동 104-3,래미안라센트아파트,37.599480756187695,127.03883000318879
305,2019,강남구,개포동,서울특별시 강남구 개포동,177,4~7층,초대형,1,2470000000,2470000000,2910000000.0,2020,202010,100,118.0,0,1,서울특별시 강남구 개포동 177,래미안라센트아파트,37.599480756187695,127.03883000318879
306,2019,관악구,신림동,서울특별시 관악구 신림동,1727,13~20층,대형,1,639000000,639000000,655700000.0,2020,202010,100,103.0,0,1,서울특별시 관악구 신림동 1727,래미안라센트아파트,37.599480756187695,127.03883000318879
307,2019,강서구,방화동,서울특별시 강서구 방화동,819,4~7층,대형,1,695000000,695000000,753750000.0,2020,202010,100,108.0,1,1,서울특별시 강서구 방화동 819,래미안라센트아파트,37.599480756187695,127.03883000318879
308,2019,강남구,도곡동,서울특별시 강남구 도곡동,467-29,21층 이상,초대형,1,2210000000,2210000000,2806880000.0,2020,202010,100,127.0,0,1,서울특별시 강남구 도곡동 467-29,래미안라센트아파트,37.599480756187695,127.03883000318879
309,2019,서초구,서초동,서울특별시 서초구 서초동,1754,21층 이상,대형,1,2550000000,2550000000,2741000000.0,2020,202010,100,107.0,0,1,서울특별시 서초구 서초동 1754,래미안라센트아파트,37.599480756187695,127.03883000318879
310,2019,구로구,오류동,서울특별시 구로구 오류동,338,13~20층,소형,1,200000000,200000000,221009000.0,2020,202010,100,111.0,1,1,서울특별시 구로구 오류동 338,래미안라센트아파트,37.599480756187695,127.03883000318879
311,2018,성동구,옥수동,서울특별시 성동구 옥수동,561,13~20층,중형,1,1390000000,1112000000,1498789000.0,2020,202010,80,108.0,0,1,서울특별시 성동구 옥수동 561,래미안라센트아파트,37.599480756187695,127.03883000318879
312,2018,도봉구,방학동,서울특별시 도봉구 방학동,612-2,지하~3층,중형,1,233000000,186400000,193200000.0,2020,202010,80,83.0,0,1,서울특별시 도봉구 방학동 612-2,래미안라센트아파트,37.599480756187695,127.03883000318879
313,2019,강동구,둔촌동,서울특별시 강동구 둔촌동,518-1,지하~3층,대형,1,521000000,521000000,608900000.0,2020,202010,100,117.0,0,1,서울특별시 강동구 둔촌동 518-1,래미안라센트아파트,37.599480756187695,127.03883000318879
314,2019,성북구,석관동,서울특별시 성북구 석관동,410,13~20층,중형,1,810000000,810000000,924990000.0,2020,202010,100,114.0,0,1,서울특별시 성북구 석관동 410,래미안라센트아파트,37.599480756187695,127.03883000318879
315,2019,송파구,잠실동,서울특별시 송파구 잠실동,40,21층 이상,중형,1,1150000000,1150000000,1380000000.0,2020,202010,100,120.0,1,1,서울특별시 송파구 잠실동 40,래미안라센트아파트,37.599480756187695,127.03883000318879
316,2019,송파구,방이동,서울특별시 송파구 방이동,89,8~12층,대형,1,1670000000,1670000000,1843500000.0,2020,202010,100,110.0,0,1,서울특별시 송파구 방이동 89,래미안라센트아파트,37.599480756187695,127.03883000318879
317,2019,동대문구,장안동,서울특별시 동대문구 장안동,466-5,4~7층,소형,1,125000000,100000000,115050000.0,2020,202010,80,92.0,0,1,서울특별시 동대문구 장안동 466-5,래미안라센트아파트,37.599480756187695,127.03883000318879
318,2019,노원구,중계동,서울특별시 노원구 중계동,592,13~20층,중형,1,611000000,611000000,734444400.0,2020,202010,100,120.0,0,1,서울특별시 노원구 중계동 592,래미안라센트아파트,37.599480756187695,127.03883000318879
319,2020,송파구,방이동,서울특별시 송파구 방이동,104-4,8~12층,초대형,1,1295000000,1295000000,1950000000.0,2020,202010,100,151.0,0,1,서울특별시 송파구 방이동 104-4,래미안라센트아파트,37.599480756187695,127.03883000318879
320,2020,성북구,길음동,서울특별시 성북구 길음동,1279,4~7층,대형,1,955000000,955000000,1088920000.0,2020,202010,100,114.0,0,1,서울특별시 성북구 길음동 1279,래미안라센트아파트,37.599480756187695,127.03883000318879
321,2020,도봉구,방학동,서울특별시 도봉구 방학동,507,8~12층,중형,1,380000000,380000000,468980000.0,2020,202010,100,123.0,0,1,서울특별시 도봉구 방학동 507,래미안라센트아파트,37.599480756187695,127.03883000318879
322,2020,성북구,하월곡동,서울특별시 성북구 하월곡동,218,지하~3층,중형,1,449000000,449000000,523777000.0,2020,202010,100,117.0,0,1,서울특별시 성북구 하월곡동 218,래미안라센트아파트,37.599480756187695,127.03883000318879
323,2019,서초구,방배동,서울특별시 서초구 방배동,482-4,지하~3층,초대형,1,1470000000,1470000000,1500000000.0,2020,202010,100,102.0,1,1,서울특별시 서초구 방배동 482-4,래미안라센트아파트,37.599480756187695,127.03883000318879
324,2019,서초구,방배동,서울특별시 서초구 방배동,482-4,지하~3층,초대형,1,1480000000,1480000000,1536000000.0,2020,202010,100,104.0,1,1,서울특별시 서초구 방배동 482-4,래미안라센트아파트,37.599480756187695,127.03883000318879
325,2019,구로구,구로동,서울특별시 구로구 구로동,110-4,지하~3층,소형,1,341000000,272800000,302990000.0,2020,202010,80,89.0,0,1,서울특별시 구로구 구로동 110-4,래미안라센트아파트,37.599480756187695,127.03883000318879
326,2019,영등포구,대림동,서울특별시 영등포구 대림동,778-43,지하~3층,중형,1,383000000,306400000,313500000.0,2020,202010,80,82.0,1,1,서울특별시 영등포구 대림동 778-43,래미안라센트아파트,37.599480756187695,127.03883000318879
327,2020,양천구,목동,서울특별시 양천구 목동,950,지하~3층,초대형,1,1240000000,1240000000,1258000000.0,2020,202010,100,101.0,0,1,서울특별시 양천구 목동 950,래미안라센트아파트,37.599480756187695,127.03883000318879
328,2019,서대문구,남가좌동,서울특별시 서대문구 남가좌동,381,4~7층,중형,1,805000000,805000000,887060000.0,2020,202010,100,110.0,0,1,서울특별시 서대문구 남가좌동 381,래미안라센트아파트,37.599480756187695,127.03883000318879
329,2019,강남구,대치동,서울특별시 강남구 대치동,66,지하~3층,초대형,1,2199000000,2199000000,2501001000.0,2020,202010,100,114.0,0,1,서울특별시 강남구 대치동 66,래미안라센트아파트,37.599480756187695,127.03883000318879
330,2019,은평구,진관동,서울특별시 은평구 진관동,84,지하~3층,초대형,0,930000000,930000000,933260000.0,2020,202010,100,100.0,1,1,서울특별시 은평구 진관동 84,래미안라센트아파트,37.599480756187695,127.03883000318879
331,2020,강서구,등촌동,서울특별시 강서구 등촌동,691-3,13~20층,중형,1,797000000,797000000,838080000.0,2020,202010,100,105.0,0,1,서울특별시 강서구 등촌동 691-3,래미안라센트아파트,37.599480756187695,127.03883000318879
332,2020,강서구,가양동,서울특별시 강서구 가양동,1461,4~7층,소형,1,453000000,453000000,545799999.0,2020,202010,100,120.0,0,1,서울특별시 강서구 가양동 1461,래미안라센트아파트,37.599480756187695,127.03883000318879
333,2019,관악구,신림동,서울특별시 관악구 신림동,739,지하~3층,소형,1,301000000,301000000,410000000.0,2020,202010,100,136.0,1,1,서울특별시 관악구 신림동 739,래미안라센트아파트,37.599480756187695,127.03883000318879
334,2019,성동구,성수동1가,서울특별시 성동구 성수동1가,685-696,13~20층,초대형,1,4330000000,3464000000,4052000000.0,2020,202009,80,94.0,0,1,서울특별시 성동구 성수동1가 685-696,래미안라센트아파트,37.599480756187695,127.03883000318879
335,2019,도봉구,창동,서울특별시 도봉구 창동,26,13~20층,대형,1,790000000,790000000,821899000.0,2020,202009,100,104.0,0,1,서울특별시 도봉구 창동 26,래미안라센트아파트,37.599480756187695,127.03883000318879
336,2019,동대문구,회기동,서울특별시 동대문구 회기동,346-18,8~12층,소형,1,261000000,208800000,213600000.0,2020,202009,80,82.0,1,1,서울특별시 동대문구 회기동 346-18,래미안라센트아파트,37.599480756187695,127.03883000318879
337,2019,도봉구,창동,서울특별시 도봉구 창동,807,4~7층,소형,1,556000000,556000000,635700000.0,2020,202009,100,114.0,0,1,서울특별시 도봉구 창동 807,래미안라센트아파트,37.599480756187695,127.03883000318879
338,2020,중랑구,상봉동,서울특별시 중랑구 상봉동,128-10,8~12층,중형,1,400000000,400000000,432015000.0,2020,202009,100,108.0,0,1,서울특별시 중랑구 상봉동 128-10,래미안라센트아파트,37.599480756187695,127.03883000318879
339,2020,동대문구,전농동,서울특별시 동대문구 전농동,6,8~12층,대형,1,613000000,613000000,674110000.0,2020,202009,100,110.0,0,1,서울특별시 동대문구 전농동 6,래미안라센트아파트,37.599480756187695,127.03883000318879
340,2020,성북구,하월곡동,서울특별시 성북구 하월곡동,228,4~7층,대형,1,803000000,803000000,836100000.0,2020,202009,100,104.0,0,1,서울특별시 성북구 하월곡동 228,래미안라센트아파트,37.599480756187695,127.03883000318879
341,2019,서대문구,연희동,서울특별시 서대문구 연희동,51-151,지하~3층,대형,1,438000000,280320000,324880000.0,2020,202009,64,74.0,1,1,서울특별시 서대문구 연희동 51-151,래미안라센트아파트,37.599480756187695,127.03883000318879
342,2019,서대문구,연희동,서울특별시 서대문구 연희동,194-30,지하~3층,소형,1,143000000,114400000,120000000.0,2020,202009,80,84.0,1,1,서울특별시 서대문구 연희동 194-30,래미안라센트아파트,37.599480756187695,127.03883000318879
343,2020,용산구,이촌동,서울특별시 용산구 이촌동,436,21층 이상,대형,1,2900000000,2900000000,3151000000.0,2020,202009,100,109.0,0,1,서울특별시 용산구 이촌동 436,래미안라센트아파트,37.599480756187695,127.03883000318879
344,2020,은평구,진관동,서울특별시 은평구 진관동,19,4~7층,초대형,0,837000000,837000000,907399000.0,2020,202009,100,108.0,1,1,서울특별시 은평구 진관동 19,래미안라센트아파트,37.599480756187695,127.03883000318879
345,2019,동대문구,장안동,서울특별시 동대문구 장안동,372-9,8~12층,소형,1,387000000,309600000,335120000.0,2020,202009,80,87.0,0,1,서울특별시 동대문구 장안동 372-9,래미안라센트아파트,37.599480756187695,127.03883000318879
346,2019,동대문구,장안동,서울특별시 동대문구 장안동,466-5,4~7층,소형,1,124000000,99200000,99490000.0,2020,202009,80,80.0,0,1,서울특별시 동대문구 장안동 466-5,래미안라센트아파트,37.599480756187695,127.03883000318879
347,2019,동대문구,휘경동,서울특별시 동대문구 휘경동,57,지하~3층,중형,1,565000000,565000000,678950000.0,2020,202009,100,120.0,0,1,서울특별시 동대문구 휘경동 57,래미안라센트아파트,37.599480756187695,127.03883000318879
348,2020,강북구,수유동,서울특별시 강북구 수유동,63,21층 이상,중형,1,347000000,277600000,351999900.0,2020,202009,80,101.0,0,1,서울특별시 강북구 수유동 63,래미안라센트아파트,37.599480756187695,127.03883000318879
349,2020,노원구,공릉동,서울특별시 노원구 공릉동,370-4,8~12층,소형,1,370000000,370000000,447270000.0,2020,202009,100,121.0,1,1,서울특별시 노원구 공릉동 370-4,래미안라센트아파트,37.599480756187695,127.03883000318879
350,2020,동대문구,답십리동,서울특별시 동대문구 답십리동,1000,4~7층,소형,1,612000000,612000000,701550000.0,2020,202009,100,115.0,0,1,서울특별시 동대문구 답십리동 1000,래미안라센트아파트,37.599480756187695,127.03883000318879
351,2019,성동구,성수동1가,서울특별시 성동구 성수동1가,685-696,8~12층,초대형,1,3630000000,1189478000,1351999999.0,2020,202009,33,37.0,1,1,서울특별시 성동구 성수동1가 685-696,래미안라센트아파트,37.599480756187695,127.03883000318879
352,2019,강동구,천호동,서울특별시 강동구 천호동,52-6,지하~3층,중형,1,447000000,447000000,451999000.0,2020,202009,100,101.0,0,1,서울특별시 강동구 천호동 52-6,래미안라센트아파트,37.599480756187695,127.03883000318879
353,2019,마포구,서교동,서울특별시 마포구 서교동,490,21층 이상,대형,1,1540000000,1232000000,1600859999.0,2020,202008,80,104.0,1,1,서울특별시 마포구 서교동 490,래미안라센트아파트,37.599480756187695,127.03883000318879
354,2019,서대문구,홍제동,서울특별시 서대문구 홍제동,331,4~7층,소형,1,270000000,216000000,234895000.0,2020,202008,80,87.0,1,1,서울특별시 서대문구 홍제동 331,래미안라센트아파트,37.599480756187695,127.03883000318879
355,2019,마포구,합정동,서울특별시 마포구 합정동,200-1,4~7층,소형,1,187000000,187000000,187000000.0,2020,202008,100,100.0,1,1,서울특별시 마포구 합정동 200-1,래미안라센트아파트,37.599480756187695,127.03883000318879
356,2018,강동구,성내동,서울특별시 강동구 성내동,446-11,4~7층,중형,1,572000000,457600000,527000000.0,2020,202008,80,92.0,0,1,서울특별시 강동구 성내동 446-11,래미안라센트아파트,37.599480756187695,127.03883000318879
357,2019,송파구,거여동,서울특별시 송파구 거여동,293,8~12층,소형,1,739000000,739000000,805500000.0,2020,202008,100,109.0,0,1,서울특별시 송파구 거여동 293,래미안라센트아파트,37.599480756187695,127.03883000318879
358,2019,서초구,방배동,서울특별시 서초구 방배동,755-14,4~7층,중형,1,750000000,480000000,601200000.0,2020,202008,64,80.0,1,1,서울특별시 서초구 방배동 755-14,래미안라센트아파트,37.599480756187695,127.03883000318879
359,2019,동작구,상도동,서울특별시 동작구 상도동,531,8~12층,대형,1,1320000000,1320000000,1432330000.0,2020,202008,100,109.0,1,1,서울특별시 동작구 상도동 531,래미안라센트아파트,37.599480756187695,127.03883000318879
360,2019,양천구,목동,서울특별시 양천구 목동,907-12,13~20층,중형,1,505000000,323200000,474700000.0,2020,202008,64,94.0,1,1,서울특별시 양천구 목동 907-12,래미안라센트아파트,37.599480756187695,127.03883000318879
361,2020,구로구,고척동,서울특별시 구로구 고척동,141-1,13~20층,중형,1,432000000,432000000,529000000.0,2020,202008,100,122.0,0,1,서울특별시 구로구 고척동 141-1,래미안라센트아파트,37.599480756187695,127.03883000318879
362,2019,관악구,신림동,서울특별시 관악구 신림동,1474-6,8~12층,중형,1,387000000,309600000,360000000.0,2020,202008,80,93.0,1,1,서울특별시 관악구 신림동 1474-6,래미안라센트아파트,37.599480756187695,127.03883000318879
363,2019,영등포구,양평동5가,서울특별시 영등포구 양평동5가,76,13~20층,중형,1,794000000,794000000,930011000.0,2020,202008,100,117.0,0,1,서울특별시 영등포구 양평동5가 76,래미안라센트아파트,37.599480756187695,127.03883000318879
364,2019,강서구,염창동,서울특별시 강서구 염창동,306,13~20층,중형,1,870000000,870000000,952500000.0,2020,202008,100,109.0,0,1,서울특별시 강서구 염창동 306,래미안라센트아파트,37.599480756187695,127.03883000318879
365,2019,금천구,독산동,서울특별시 금천구 독산동,1143,8~12층,중형,1,644000000,644000000,645111111.0,2020,202008,100,100.0,0,1,서울특별시 금천구 독산동 1143,래미안라센트아파트,37.599480756187695,127.03883000318879
366,2019,용산구,한남동,서울특별시 용산구 한남동,72-1,8~12층,대형,1,1190000000,1190000000,1430000000.0,2020,202008,100,120.0,0,1,서울특별시 용산구 한남동 72-1,래미안라센트아파트,37.599480756187695,127.03883000318879
367,2019,강남구,삼성동,서울특별시 강남구 삼성동,108-1,지하~3층,대형,1,1250000000,1250000000,1630000000.0,2020,202008,100,130.0,0,1,서울특별시 강남구 삼성동 108-1,래미안라센트아파트,37.599480756187695,127.03883000318879
368,2019,구로구,구로동,서울특별시 구로구 구로동,797-9,지하~3층,소형,1,25000000,16000000,20300000.0,2020,202008,64,81.0,1,1,서울특별시 구로구 구로동 797-9,래미안라센트아파트,37.599480756187695,127.03883000318879
369,2019,서초구,우면동,서울특별시 서초구 우면동,789,지하~3층,,0,904000000,904000000,1131000000.0,2020,202008,100,125.0,0,1,서울특별시 서초구 우면동 789,래미안라센트아파트,37.599480756187695,127.03883000318879
370,2019,중랑구,신내동,서울특별시 중랑구 신내동,618,4~7층,대형,1,602000000,602000000,680316000.0,2020,202008,100,113.0,0,1,서울특별시 중랑구 신내동 618,래미안라센트아파트,37.599480756187695,127.03883000318879
371,2019,노원구,중계동,서울특별시 노원구 중계동,504-1,4~7층,소형,1,84000000,84000000,103100000.0,2020,202008,100,123.0,0,1,서울특별시 노원구 중계동 504-1,래미안라센트아파트,37.599480756187695,127.03883000318879
372,2020,서대문구,홍제동,서울특별시 서대문구 홍제동,460,8~12층,소형,1,595000000,595000000,702359000.0,2020,202008,100,118.0,0,1,서울특별시 서대문구 홍제동 460,래미안라센트아파트,37.599480756187695,127.03883000318879
373,2020,영등포구,양평동3가,서울특별시 영등포구 양평동3가,55-1,4~7층,소형,1,563000000,563000000,632111112.0,2020,202008,100,112.0,0,1,서울특별시 영등포구 양평동3가 55-1,래미안라센트아파트,37.599480756187695,127.03883000318879
374,2019,강서구,화곡동,서울특별시 강서구 화곡동,343-35,지하~3층,소형,1,170000000,136000000,136000000.0,2020,202008,80,80.0,1,1,서울특별시 강서구 화곡동 343-35,래미안라센트아파트,37.599480756187695,127.03883000318879
375,2018,강서구,등촌동,서울특별시 강서구 등촌동,715,4~7층,초대형,1,785000000,785000000,1032000000.0,2020,202008,100,131.0,0,1,서울특별시 강서구 등촌동 715,래미안라센트아파트,37.599480756187695,127.03883000318879
376,2019,영등포구,당산동5가,서울특별시 영등포구 당산동5가,42,21층 이상,초대형,1,1650000000,1650000000,1672741001.0,2020,202008,100,101.0,0,1,서울특별시 영등포구 당산동5가 42,래미안라센트아파트,37.599480756187695,127.03883000318879
377,2019,동작구,사당동,서울특별시 동작구 사당동,105,지하~3층,대형,1,921000000,736800000,1024200000.0,2020,202008,80,111.0,1,1,서울특별시 동작구 사당동 105,래미안라센트아파트,37.599480756187695,127.03883000318879
378,2019,강남구,역삼동,서울특별시 강남구 역삼동,828-28,4~7층,소형,1,211000000,168800000,180000000.0,2020,202008,80,85.0,1,1,서울특별시 강남구 역삼동 828-28,래미안라센트아파트,37.599480756187695,127.03883000318879
379,2019,강서구,방화동,서울특별시 강서구 방화동,860,8~12층,소형,1,418000000,334400000,418580000.0,2020,202008,80,100.0,0,1,서울특별시 강서구 방화동 860,래미안라센트아파트,37.599480756187695,127.03883000318879
380,2020,양천구,신정동,서울특별시 양천구 신정동,1308,4~7층,중형,1,634000000,634000000,763200000.0,2020,202008,100,120.0,0,1,서울특별시 양천구 신정동 1308,래미안라센트아파트,37.599480756187695,127.03883000318879
381,2020,양천구,신정동,서울특별시 양천구 신정동,327,지하~3층,대형,1,1558000000,1558000000,1650000000.0,2020,202008,100,106.0,0,1,서울특별시 양천구 신정동 327,래미안라센트아파트,37.599480756187695,127.03883000318879
382,2019,은평구,녹번동,서울특별시 은평구 녹번동,279-1,4~7층,중형,1,471000000,376800000,475240000.0,2020,202008,80,101.0,1,1,서울특별시 은평구 녹번동 279-1,래미안라센트아파트,37.599480756187695,127.03883000318879
383,2019,동작구,동작동,서울특별시 동작구 동작동,331,13~20층,중형,1,888000000,888000000,938000000.0,2020,202008,100,106.0,0,1,서울특별시 동작구 동작동 331,래미안라센트아파트,37.599480756187695,127.03883000318879
384,2019,은평구,진관동,서울특별시 은평구 진관동,10,4~7층,초대형,0,1230000000,984000000,1007010000.0,2020,202008,80,82.0,1,1,서울특별시 은평구 진관동 10,래미안라센트아파트,37.599480756187695,127.03883000318879
385,2019,은평구,응암동,서울특별시 은평구 응암동,197-78,지하~3층,소형,1,142000000,113600000,131990000.0,2020,202008,80,93.0,1,1,서울특별시 은평구 응암동 197-78,래미안라센트아파트,37.599480756187695,127.03883000318879
386,2019,강동구,성내동,서울특별시 강동구 성내동,419-13,8~12층,대형,1,601000000,601000000,733550000.0,2020,202008,100,122.0,0,1,서울특별시 강동구 성내동 419-13,래미안라센트아파트,37.599480756187695,127.03883000318879
387,2019,강동구,길동,서울특별시 강동구 길동,346-1,지하~3층,중형,1,428000000,428000000,428006000.0,2020,202008,100,100.0,0,1,서울특별시 강동구 길동 346-1,래미안라센트아파트,37.599480756187695,127.03883000318879
388,2019,강동구,암사동,서울특별시 강동구 암사동,516-2,4~7층,중형,1,605000000,484000000,726090000.0,2020,202008,80,120.0,1,1,서울특별시 강동구 암사동 516-2,래미안라센트아파트,37.599480756187695,127.03883000318879
389,2019,송파구,거여동,서울특별시 송파구 거여동,46,8~12층,중형,0,514000000,514000000,517000000.0,2020,202008,100,101.0,1,1,서울특별시 송파구 거여동 46,래미안라센트아파트,37.599480756187695,127.03883000318879
390,2020,송파구,송파동,서울특별시 송파구 송파동,20-10,지하~3층,대형,1,643000000,643000000,643006000.0,2020,202008,100,100.0,0,1,서울특별시 송파구 송파동 20-10,래미안라센트아파트,37.599480756187695,127.03883000318879
391,2020,강동구,둔촌동,서울특별시 강동구 둔촌동,426,4~7층,대형,1,670000000,670000000,720010000.0,2020,202008,100,107.0,0,1,서울특별시 강동구 둔촌동 426,래미안라센트아파트,37.599480756187695,127.03883000318879
392,2019,광진구,중곡동,서울특별시 광진구 중곡동,190-26,4~7층,소형,1,326000000,326000000,385000000.0,2020,202007,100,118.0,0,1,서울특별시 광진구 중곡동 190-26,래미안라센트아파트,37.599480756187695,127.03883000318879
393,2019,광진구,자양동,서울특별시 광진구 자양동,227-7,13~20층,대형,1,1340000000,1340000000,1551000000.0,2020,202007,100,116.0,0,1,서울특별시 광진구 자양동 227-7,래미안라센트아파트,37.599480756187695,127.03883000318879
394,2019,송파구,가락동,서울특별시 송파구 가락동,192,4~7층,초대형,1,1325000000,1325000000,1450000000.0,2020,202007,100,109.0,0,1,서울특별시 송파구 가락동 192,래미안라센트아파트,37.599480756187695,127.03883000318879
395,2019,서초구,방배동,서울특별시 서초구 방배동,800-5,4~7층,초대형,1,1820000000,1456000000,1499999990.0,2020,202007,80,82.0,0,1,서울특별시 서초구 방배동 800-5,래미안라센트아파트,37.599480756187695,127.03883000318879
396,2019,서대문구,연희동,서울특별시 서대문구 연희동,194-30,지하~3층,소형,1,149000000,76288000,76300000.0,2020,202007,51,51.0,1,1,서울특별시 서대문구 연희동 194-30,래미안라센트아파트,37.599480756187695,127.03883000318879
397,2019,마포구,도화동,서울특별시 마포구 도화동,357,13~20층,초대형,1,1200000000,1200000000,1270000000.0,2020,202007,100,106.0,0,1,서울특별시 마포구 도화동 357,래미안라센트아파트,37.599480756187695,127.03883000318879
398,2019,서초구,반포동,서울특별시 서초구 반포동,48-2,4~7층,대형,1,1410000000,1128000000,1500000000.0,2020,202007,80,106.0,1,1,서울특별시 서초구 반포동 48-2,래미안라센트아파트,37.599480756187695,127.03883000318879
399,2019,송파구,장지동,서울특별시 송파구 장지동,857,8~12층,중형,0,1020000000,1020000000,1323700000.0,2020,202007,100,130.0,0,1,서울특별시 송파구 장지동 857,래미안라센트아파트,37.599480756187695,127.03883000318879
400,2019,성동구,금호동2가,서울특별시 성동구 금호동2가,1,8~12층,소형,1,286000000,183040000,260000000.0,2020,202007,64,91.0,1,1,서울특별시 성동구 금호동2가 1,래미안라센트아파트,37.599480756187695,127.03883000318879
401,2019,송파구,가락동,서울특별시 송파구 가락동,97-8,8~12층,대형,1,583000000,583000000,626116000.0,2020,202007,100,107.0,1,1,서울특별시 송파구 가락동 97-8,래미안라센트아파트,37.599480756187695,127.03883000318879
402,2019,성동구,금호동4가,서울특별시 성동구 금호동4가,1553,13~20층,중형,1,1470000000,1470000000,1521100000.0,2020,202007,100,103.0,0,1,서울특별시 성동구 금호동4가 1553,래미안라센트아파트,37.599480756187695,127.03883000318879
403,2019,동작구,상도동,서울특별시 동작구 상도동,533,4~7층,대형,1,1290000000,1290000000,1350990000.0,2020,202007,100,105.0,1,1,서울특별시 동작구 상도동 533,래미안라센트아파트,37.599480756187695,127.03883000318879
404,2019,양천구,목동,서울특별시 양천구 목동,928,8~12층,중형,1,451000000,451000000,608861600.0,2020,202007,100,135.0,0,1,서울특별시 양천구 목동 928,래미안라센트아파트,37.599480756187695,127.03883000318879
405,2019,강서구,화곡동,서울특별시 강서구 화곡동,919-1,8~12층,중형,1,391000000,391000000,491250000.0,2020,202007,100,126.0,1,1,서울특별시 강서구 화곡동 919-1,래미안라센트아파트,37.599480756187695,127.03883000318879
406,2019,강서구,화곡동,서울특별시 강서구 화곡동,1111-3,8~12층,소형,1,105000000,84000000,92085000.0,2020,202007,80,88.0,0,1,서울특별시 강서구 화곡동 1111-3,래미안라센트아파트,37.599480756187695,127.03883000318879
407,2019,서초구,방배동,서울특별시 서초구 방배동,980-48,8~12층,초대형,1,1340000000,857600000,1253000000.0,2020,202007,64,94.0,0,1,서울특별시 서초구 방배동 980-48,래미안라센트아파트,37.599480756187695,127.03883000318879
408,2019,관악구,신림동,서울특별시 관악구 신림동,1693,4~7층,소형,1,333000000,333000000,334700000.0,2020,202007,100,101.0,1,1,서울특별시 관악구 신림동 1693,래미안라센트아파트,37.599480756187695,127.03883000318879
409,2019,구로구,천왕동,서울특별시 구로구 천왕동,7-1,13~20층,중형,0,622000000,622000000,665100000.0,2020,202007,100,107.0,0,1,서울특별시 구로구 천왕동 7-1,래미안라센트아파트,37.599480756187695,127.03883000318879
410,2019,영등포구,영등포동1가,서울특별시 영등포구 영등포동1가,75-4,8~12층,소형,1,146000000,116800000,121000000.0,2020,202007,80,83.0,1,1,서울특별시 영등포구 영등포동1가 75-4,래미안라센트아파트,37.599480756187695,127.03883000318879
411,2019,동작구,상도동,서울특별시 동작구 상도동,414,13~20층,중형,1,727000000,727000000,842660000.0,2020,202007,100,116.0,0,1,서울특별시 동작구 상도동 414,래미안라센트아파트,37.599480756187695,127.03883000318879
412,2019,송파구,가락동,서울특별시 송파구 가락동,29-16,4~7층,중형,1,524000000,419200000,440200000.0,2020,202007,80,84.0,0,1,서울특별시 송파구 가락동 29-16,래미안라센트아파트,37.599480756187695,127.03883000318879
413,2019,중랑구,묵동,서울특별시 중랑구 묵동,13,8~12층,소형,1,419000000,268160000,463555800.0,2020,202007,64,111.0,0,1,서울특별시 중랑구 묵동 13,래미안라센트아파트,37.599480756187695,127.03883000318879
414,2019,도봉구,창동,서울특별시 도봉구 창동,608-167,4~7층,중형,1,296000000,236800000,251100000.0,2020,202007,80,85.0,0,1,서울특별시 도봉구 창동 608-167,래미안라센트아파트,37.599480756187695,127.03883000318879
415,2019,성북구,돈암동,서울특별시 성북구 돈암동,609-1,8~12층,대형,1,790000000,505600000,828860000.0,2020,202007,64,105.0,0,1,서울특별시 성북구 돈암동 609-1,래미안라센트아파트,37.599480756187695,127.03883000318879
