office,num,case_year,cat,addr,load_addr,dong,bunji,detail_dong,detail_ho,floor,brand,build_area,land_area,price,lowest,hammer,date,year,month,day,status,low_per,ham_per,comment,floor_cat,build_area_grade,land,date_ym,result,comment_val,gu,dong0,addr_api,Unnamed: 0,addr_name,brand_name,addr_lat,addr_lng
서울중앙1계,2019-112,2019,아파트,"서울특별시 중구 회현동1가 146-1, 4층410호",,회현동1가,146-1,0,410호,4.0,,68.23,23.89,415000000,265600000,343230000.0,2020-02-25,2020,2,25,매각,64,83.0,,4~7층,중형,1,202002,1,0,중구,서울특별시 중구 회현동1가,서울특별시 중구 회현동1가 146-1,462,서울특별시 중구 회현동1가 146-1,삼풍아파트,37.5562273156464,126.98252132434324
서울남부4계,2019-446,2019,아파트,"서울특별시 영등포구 영등포동3가 19-2, 8층809호 (영등포동3가,포레스트힐시티)",,영등포동3가,19-2,0,809호,8.0,포레스트힐시티,13.53,2.937,125000000,100000000,113300000.0,2020-02-25,2020,2,25,매각,80,91.0,,8~12층,소형,1,202002,1,0,영등포구,서울특별시 영등포구 영등포동3가,서울특별시 영등포구 영등포동3가 19-2,262,서울특별시 영등포구 영등포동3가 19-2,,,
서울남부4계,2019-446,2019,아파트,"서울특별시 영등포구 영등포동3가 19-2, 11층1110호 (영등포동3가,포레스트힐시티)",,영등포동3가,19-2,0,1110호,11.0,포레스트힐시티,13.53,2.937,125000000,100000000,112300000.0,2020-02-25,2020,2,25,매각,80,90.0,대항력있는임차인,8~12층,소형,1,202002,1,1,영등포구,서울특별시 영등포구 영등포동3가,서울특별시 영등포구 영등포동3가 19-2,262,서울특별시 영등포구 영등포동3가 19-2,,,
서울남부4계,2019-5540,2019,아파트,"서울특별시 금천구 독산동 293-10, 102동 4층407호 (독산동,독산현대아파트)",,독산동,293-10,102동,407호,4.0,독산현대아파트,58.72,22.12,355000000,355000000,425300000.0,2020-02-25,2020,2,25,매각,100,120.0,,4~7층,소형,1,202002,1,0,금천구,서울특별시 금천구 독산동,서울특별시 금천구 독산동 293-10,82,서울특별시 금천구 독산동 293-10,독산현대아파트,37.46745827036097,126.89500792154976
서울남부4계,2019-100469,2019,아파트,"서울특별시 강서구 가양동 1500, 107동 13층1303호 (가양동,강서한강자이)",,가양동,1500,107동,1303호,13.0,강서한강자이,84.99,37.722,901000000,901000000,1006000000.0,2020-02-25,2020,2,25,매각,100,112.0,,13~20층,중형,1,202002,1,0,강서구,서울특별시 강서구 가양동,서울특별시 강서구 가양동 1500,850,서울특별시 강서구 가양동 1500,강서한강자이아파트,37.56624478062903,126.84895972005737
서울북부8계,2019-7099,2019,아파트,"서울특별시 동대문구 이문동 425, 104동 15층1504호 (이문동,이문삼성래미안아파트)",,이문동,425,104동,1504호,15.0,이문삼성래미안아파트,84.954,44.59,608000000,608000000,628682990.0,2020-02-24,2020,2,24,매각,100,103.0,,13~20층,중형,1,202002,1,0,동대문구,서울특별시 동대문구 이문동,서울특별시 동대문구 이문동 425,397,서울특별시 동대문구 이문동 425,이문삼성래미안1차아파트,37.6000357871039,127.056606840929
서울북부9계,2019-9217,2019,아파트,"서울특별시 노원구 상계동 1302, 101동 3층301호 (상계동,대창센시티아파트)",,상계동,1302,101동,301호,3.0,대창센시티아파트,84.8577,37.3353,413000000,413000000,421190000.0,2020-02-24,2020,2,24,매각,100,102.0,,지하~3층,중형,1,202002,1,0,노원구,서울특별시 노원구 상계동,서울특별시 노원구 상계동 1302,722,서울특별시 노원구 상계동 1302,대창센시티아파트,37.67139260007626,127.05139706288668
서울동부1계,2019-53218,2019,아파트,"서울특별시 성동구 행당동 344, 4동 10층 1002호 (행당동,신동아아파트)",,행당동,344,4동,1002호,10.0,344행당동아아파트,84.96,36.31,725000000,725000000,739900000.0,2020-02-24,2020,2,24,매각,100,102.0,대항력있는임차인,8~12층,중형,1,202002,1,1,성동구,서울특별시 성동구 행당동,서울특별시 성동구 행당동 344,684,서울특별시 성동구 행당동 344,신동아아파트,37.55437159182884,127.03283790932718
서울북부8계,2019-106590,2019,아파트,"서울특별시 강북구 미아동 1357, 113동 1층104호 (미아동,삼각산아이원아파트)",,미아동,1357,113동,104호,1.0,삼각산아이원아파트,84.705,41.328,480000000,384000000,518890000.0,2020-02-24,2020,2,24,매각,80,108.0,,지하~3층,중형,1,202002,1,0,강북구,서울특별시 강북구 미아동,서울특별시 강북구 미아동 1357,419,서울특별시 강북구 미아동 1357,삼각산아이원아파트,37.6155486176273,127.017981853747
서울북부9계,2019-106798,2019,아파트,"서울특별시 노원구 중계동 578, 115동 7층702호 (중계동,현대그룹중계동주택조합2차아파트)",,중계동,578,115동,702호,7.0,578중계동주택조합2차아파트,84.87,56.01,454000000,363200000,458980000.0,2020-02-24,2020,2,24,매각,80,101.0,,4~7층,중형,1,202002,1,0,노원구,서울특별시 노원구 중계동,서울특별시 노원구 중계동 578,497,서울특별시 노원구 중계동 578,중계현대2차아파트,37.64784339424072,127.0846451091211
서울북부5계,2019-107470,2019,아파트,"서울특별시 동대문구 장안동 365-5, 16층1603호 (장안동,서희스타힐스)",,장안동,365-5,0,1603호,16.0,서희스타힐스,80.53,15.22,452000000,361600000,455015000.0,2020-02-24,2020,2,24,매각,80,101.0,,13~20층,중형,1,202002,1,0,동대문구,서울특별시 동대문구 장안동,서울특별시 동대문구 장안동 365-5,93,서울특별시 동대문구 장안동 365-5,,,
서울중앙7계,2019-3197,2019,아파트,"서울특별시 서초구 서초동 1446-11, 7층에이-701호 (서초동,현대슈퍼빌)",,서초동,1446-11,0,에이-701호,7.0,현대슈퍼빌,205.67,42.45,1920000000,1536000000,1858300000.0,2020-02-20,2020,2,20,매각,80,97.0,,4~7층,초대형,1,202002,1,0,서초구,서울특별시 서초구 서초동,서울특별시 서초구 서초동 1446-11,365,서울특별시 서초구 서초동 1446-11,현대슈퍼빌오피스텔,37.483572351414445,127.01663749353686
서울남부1계,2019-3278,2019,아파트,"서울특별시 강서구 마곡동 743-4, 711동 14층1405호 (마곡동,마곡엠밸리7단지)",,마곡동,743-4,711동,1405호,14.0,마곡엠밸리7단지,114.91,,1320000000,1320000000,1480999000.0,2020-02-19,2020,2,19,배당종결,100,112.19689393939392,,13~20층,대형,0,202002,1,0,강서구,서울특별시 강서구 마곡동,서울특별시 강서구 마곡동 743-4,451,서울특별시 강서구 마곡동 743-4,마곡엠밸리7단지아파트,37.56563606787209,126.82386023376502
서울남부3계,2018-4342,2018,아파트,"서울특별시 양천구 신정동 881-6, 7층703호 (신정동,청우아파트)",,신정동,881-6,0,703호,7.0,청우아파트,69.12,32.98,378000000,378000000,423850000.0,2020-02-18,2020,2,18,배당종결,100,112.12962962962962,,4~7층,중형,1,202002,1,0,양천구,서울특별시 양천구 신정동,서울특별시 양천구 신정동 881-6,820,서울특별시 양천구 신정동 881-6,청우아파트,37.528827085241,126.859800939122
서울서부1계,2018-53619,2018,아파트,"서울특별시 은평구 신사동 242, 3층302호 (신사동,예성그린아파트)",,신사동,242,0,302호,3.0,예성그린아파트,59.36,32.51,289000000,184960000,232067500.0,2020-02-18,2020,2,18,매각,64,80.0,대항력있는임차인,지하~3층,소형,1,202002,1,1,은평구,서울특별시 은평구 신사동,서울특별시 은평구 신사동 242,586,서울특별시 은평구 신사동 242,예성그린아파트,37.5971234346741,126.90724237191
서울서부1계,2019-54305,2019,아파트,"서울특별시 서대문구 북아현동 1011, 201동 8층803호 (북아현동,신촌푸르지오)",,북아현동,1011,201동,803호,8.0,신촌푸르지오,54.55,29.34,682500000,546000000,663000000.0,2020-02-18,2020,2,18,매각,80,97.0,"대항력있는임차인,지분매각",8~12층,소형,1,202002,1,1,서대문구,서울특별시 서대문구 북아현동,서울특별시 서대문구 북아현동 1011,551,서울특별시 서대문구 북아현동 1011,신촌푸르지오아파트,37.56039783307326,126.9523848193182
서울북부3계,2018-8484,2018,아파트,"서울특별시 중랑구 신내동 397, 6동 19층1908호 (신내동,동성아파트)",,신내동,397,6동,1908호,19.0,397신내동성아파트,59.4,31.33,370000000,370000000,393897000.0,2020-02-17,2020,2,17,배당종결,100,106.45864864864863,,13~20층,소형,1,202002,1,0,중랑구,서울특별시 중랑구 신내동,서울특별시 중랑구 신내동 397,68,서울특별시 중랑구 신내동 397,"동성1,2차아파트",37.6091161456984,127.0976798411704
서울동부5계,2018-54788,2018,아파트,"서울특별시 강동구 천호동 19-1, 5동 4층405호 (천호동,천호우성아파트)",,천호동,19-1,5동,405호,4.0,천우성아파트,84.93,59.64,644000000,644000000,748000000.0,2020-02-17,2020,2,17,배당종결,100,116.14906832298138,,4~7층,중형,1,202002,1,0,강동구,서울특별시 강동구 천호동,서울특별시 강동구 천호동 19-1,504,서울특별시 강동구 천호동 19-1,천호우성아파트,37.5497679445997,127.13881692627864
서울동부5계,2019-16,2019,아파트,서울특별시 송파구 장지동  879 위례22단지 2208동 21층2103호,,장지동,879,2208동,2103호,21.0,879위례22단지,59.96,,919000000,919000000,1031900000.0,2020-02-17,2020,2,17,배당종결,100,112.28509249183897,,21층 이상,소형,0,202002,1,0,송파구,서울특별시 송파구 장지동,서울특별시 송파구 장지동 879,384,서울특별시 송파구 장지동 879,송파더센트레아파트,37.47929357128287,127.1400928993921
서울북부4계,2019-3462,2019,아파트,"서울특별시 강북구 수유동 733, 8층808호 (수유동,하이시티)",,수유동,733,0,808호,8.0,하이시티,12.19,3.09,91800000,73440000,80690000.0,2020-02-17,2020,2,17,매각,80,88.0,,8~12층,소형,1,202002,1,0,강북구,서울특별시 강북구 수유동,서울특별시 강북구 수유동 733,341,서울특별시 강북구 수유동 733,,,
서울북부4계,2019-5741,2019,아파트,"서울특별시 성북구 안암동3가 136-1, 마동 7층717호",,안암동3가,136-1,마동,717호,1.0,136-1,43.17,18.31,161000000,161000000,183900000.0,2020-02-17,2020,2,17,배당종결,100,114.22360248447204,,지하~3층,소형,1,202002,1,0,성북구,서울특별시 성북구 안암동3가,서울특별시 성북구 안암동3가 136-1,248,서울특별시 성북구 안암동3가 136-1,대광아파트,37.58236566101433,127.02492068628948
서울북부3계,2019-103393,2019,아파트,"서울특별시 도봉구 창동 823, 107동 8층802호 (창동,창동금호어울림아파트)",,창동,823,107동,802호,8.0,823창동금어울림아파트,152.09,71.09,642000000,642000000,762510000.0,2020-02-17,2020,2,17,배당종결,100,118.77102803738318,,8~12층,초대형,1,202002,1,0,도봉구,서울특별시 도봉구 창동,서울특별시 도봉구 창동 823,446,서울특별시 도봉구 창동 823,창동금호어울림아파트,37.65647256541975,127.04173589067392
서울남부11계,2019-4042,2019,아파트,"서울특별시 구로구 구로동 440, 9동 4층409호",,구로동,440,9동,409호,4.0,440,66.42,68.048,490000000,490000000,554000000.0,2020-02-12,2020,2,12,배당종결,100,113.06122448979592,,4~7층,중형,1,202002,1,0,구로구,서울특별시 구로구 구로동,서울특별시 구로구 구로동 440,2,서울특별시 구로구 구로동 440,보광아파트,37.49532355240305,126.88603088285336
서울남부9계,2019-4615,2019,아파트,"서울특별시 구로구 구로동 103-1, 10층1001호 (구로동,성일오피스텔)",,구로동,103-1,0,1001호,10.0,성일오피스텔,70.58,12.8,233000000,233000000,238100000.0,2020-02-12,2020,2,12,매각,100,102.0,,8~12층,중형,1,202002,1,0,구로구,서울특별시 구로구 구로동,서울특별시 구로구 구로동 103-1,112,서울특별시 구로구 구로동 103-1,성일오피스텔,37.496135840920665,126.88938145043986
서울남부11계,2019-5120,2019,아파트,"서울특별시 구로구 고척동 141-1, 1동 10층1005호 (고척동,서울가든아파트)",,고척동,141-1,1동,1005호,10.0,서울가든아파트,54.61,28.804,333000000,333000000,375099800.0,2020-02-12,2020,2,12,배당종결,100,112.64258258258258,,8~12층,소형,1,202002,1,0,구로구,서울특별시 구로구 고척동,서울특별시 구로구 고척동 141-1,840,서울특별시 구로구 고척동 141-1,서울가든아파트,37.50254753855083,126.86056936646122
서울남부11계,2019-6642,2019,아파트,"서울특별시 금천구 시흥동 1013, 507동 14층1403호 (시흥동,벽산아파트)",,시흥동,1013,507동,1403호,14.0,벽산아파트,114.84,47.81,474000000,474000000,482880000.0,2020-02-12,2020,2,12,배당종결,100,101.873417721519,,13~20층,대형,1,202002,1,0,금천구,서울특별시 금천구 시흥동,서울특별시 금천구 시흥동 1013,720,서울특별시 금천구 시흥동 1013,벽산5단지아파트,37.4482710161534,126.91877171285056
서울서부3계,2019-2892,2019,아파트,"서울특별시 서대문구 연희동 51-151, 2층202호 (연희동,충우아파트)",,연희동,51-151,0,202호,2.0,충우아파트,105.44,45.03,469000000,300160000,346777000.0,2020-02-11,2020,2,11,매각,64,74.0,,지하~3층,대형,1,202002,1,0,서대문구,서울특별시 서대문구 연희동,서울특별시 서대문구 연희동 51-151,18,서울특별시 서대문구 연희동 51-151,충우아파트(51-151),37.5678946880066,126.93472433222183
서울서부6계,2019-52569,2019,아파트,"서울특별시 은평구 진관동 84, 239동 14층1402호 (진관동,은평뉴타운우물골)",,진관동,84,239동,1402호,14.0,은평뉴타운우물골,67.22,,480000000,384000000,427600000.0,2020-02-11,2020,2,11,매각,80,89.0,지분매각,13~20층,중형,0,202002,1,1,은평구,서울특별시 은평구 진관동,서울특별시 은평구 진관동 84,814,서울특별시 은평구 진관동 84,은평뉴타운우물골아파트(두산위브7단지),37.6355766628199,126.927808571598
